Iterate,Exit_code,Out_time,partial_feeds,time_L,time_P,time_G
87,success,25.066228941519835,1,22.622612918398147,0.9961198805831373,1.4474961425385524
88,success,54.09910811038285,1,52.816837451727636,0.9857278387062252,0.2965428199489879
89,fail,55.93454299581296,2,45.83668163441064,8.107346460069246,1.9905149013330776
90,success,50.118242104872024,1,45.930813475523586,2.7034733653409697,1.4839552640074734
91,fail,5.4955804301425815,0,5.4955804301425815,0,0
92,success,48.931249591478824,1,36.272936132392225,12.301970971118095,0.35634248796850443
93,success,89.8507029996424,1,89.54024622851199,0.23566785734146833,0.07478891378893925
94,success,27.22327790932353,1,20.63984001437003,5.550570184647457,1.0328677103060477
95,success,75.44979877455475,1,66.13398282084249,9.070765681739246,0.24505027197301388
96,success,59.95043917147455,1,42.61514489787596,15.112514744555416,2.222779529043174
97,fail,19.541155378425362,0,19.541155378425362,0,0
98,fail,31.7825486037936,0,31.7825486037936,0,0
99,success,232.78555462731637,1,226.53805374856205,3.322067274813829,2.9254336039404953
100,success,79.17640861962875,1,71.86183764532221,6.492317970632078,0.8222530036744596
101,success,25.08340531515757,1,22.490706595423013,2.3652845089419254,0.2274142107926309
102,fail,30.674254186639875,0,30.674254186639875,0,0
103,success,18.11381586956029,1,11.260862067018124,5.478896926878454,1.37405687566371
104,success,34.63686788832896,1,21.36186525867998,13.192077851224127,0.08292477842484956
105,success,59.59218390220178,1,57.5515207343675,1.5400151861831546,0.5006479816511273
106,success,66.69344699331765,1,59.82909919018359,6.312865696109426,0.5514821070246398
107,success,164.5430905933188,1,152.32174138804316,9.834619545889021,2.3867296593866114
108,success,51.94099125001755,1,42.63381693613408,9.254017464374376,0.05315684950908528
109,success,27.937612733457975,1,25.139845941261193,1.7339394908632264,1.0638273013335589
110,fail,0.5657518841326237,0,0.5657518841326237,0,0
111,success,152.85836852463703,1,138.4873770643302,13.571063549559,0.7999279107478382
112,success,30.427534930213323,1,25.205737671636108,4.397684945514858,0.8241123130623564
113,success,19.990340734075822,1,13.569572716531278,4.120027352845729,2.3007406646988158
114,fail,147.777670869934,2,124.58367875130257,21.49106511422967,1.7029270044017837
115,success,57.33338666441213,1,48.32360480674879,8.917566104968586,0.09221575269475579
116,success,31.415516749416714,1,17.963166636505964,13.228923575322511,0.22342653758823872
117,fail,5.562519464087847,0,5.562519464087847,0,0
118,success,28.22133186719583,1,19.047240891411597,7.078957520005228,2.0951334557790013
119,success,26.927540936476362,1,17.773863154852638,8.901850357231618,0.25182742439210415
120,success,54.232565305191315,1,44.95687976059635,8.514776429672661,0.7609091149222972
121,success,37.16221982325919,1,31.47047377574419,5.418715486585678,0.2730305609293282
122,success,30.425221093657417,1,22.316733414286404,7.121424195146622,0.9870634842243912
123,success,7.839224549330247,1,6.421833054485692,0.6264237155091973,0.790967779335357
124,success,27.2114707032954,1,25.672844326214737,0.7173995455971106,0.821226831483555
125,success,22.413700417860014,1,21.924057216616628,0.3490749672169546,0.14056823402643204
126,success,34.942052582908815,1,27.4795472509666,6.75281102282411,0.7096943091181042
127,success,26.847668060251397,1,22.027671001011377,1.4362801110776546,3.3837169481623657
128,success,111.16367650623644,1,96.17567267758251,14.643329381102566,0.34467444755136967
129,success,97.24379609676474,1,93.69669995248121,3.349531020503491,0.19756512378003285
130,fail,41.9034372230678,2,20.14176740269077,21.560100769585812,0.20156905079121362
131,success,9.18464589217264,1,2.7670921748957724,5.4686659094917855,0.9488878077850806
132,fail,18.664254377687218,0,18.664254377687218,0,0
133,success,33.27187555809929,1,19.016832482588185,13.93238969063187,0.32265338487923145
134,success,32.89675861801553,1,32.47989966366041,0.3667575167492032,0.050101437605917454
135,success,88.57697714418318,1,79.50671935351555,8.588255578231932,0.4820022124356827
136,success,132.95409849417993,1,127.63401844924498,4.793155486485422,0.5269245584495366
137,success,35.93299947605495,1,33.841252828678385,1.6483181482180953,0.4434284991584718
138,success,33.12958473023032,1,31.02258849721003,0.3764103736848329,1.7305858593354535
139,success,46.824171267469914,1,43.046348420075844,1.8720617750659585,1.9057610723281149
140,success,138.63964345400677,1,124.87837464752748,13.166414042304638,0.59485476417467
141,success,48.40527303832869,1,42.32046776706785,5.135015246713967,0.9497900245468645
142,fail,13.20364518980396,0,13.20364518980396,0,0
143,fail,21.771366798602543,0,21.771366798602543,0,0
144,success,12.741208696800188,1,11.69261734890652,0.3290384216234088,0.7195529262702592
145,fail,14.832021574580912,0,14.832021574580912,0,0
146,success,59.96167779166946,1,59.1524157647915,0.25671342046361295,0.5525486064143479
147,fail,4.564546286128461,0,4.564546286128461,0,0
148,success,14.083892480473802,1,0.8901670388877392,12.28151021250424,0.9122152290818216
149,fail,5.187672730186242,0,5.187672730186242,0,0
150,success,61.57820726403368,1,38.41175143438924,22.748812441842496,0.4176433878019452
151,fail,0.17826546914875507,0,0.17826546914875507,0,0
152,fail,88.09345616919907,2,64.77605003934052,20.725463783753398,2.591942346105153
153,fail,0.5815065465867519,0,0.5815065465867519,0,0
154,fail,45.45521052445382,2,37.23071121950335,6.207106627779514,2.0173926771709567
155,success,93.69685021041687,1,91.996744711914,0.5832849675789475,1.1168205309239152
156,success,24.11316354206689,1,20.25661109216457,2.1306383796036243,1.725914070298696
157,fail,15.686300787234549,0,15.686300787234549,0,0
158,fail,1.4203123236075044,0,1.4203123236075044,0,0
159,success,10.675854994230125,1,5.200092128044745,4.729483462660075,0.746279403525305
160,success,51.243772375774185,1,49.73770233592451,0.9324571397155523,0.573612900134122
161,success,68.96011665427777,1,65.10715121718425,3.0962167913094163,0.7567486457840932
162,fail,9.482265286658825,0,9.482265286658825,0,0
163,success,32.402184480299226,1,17.203814545962306,14.93027576582663,0.268094168510288
164,fail,0.24127017240971327,0,0.24127017240971327,0,0
165,success,63.19440877640447,1,61.510406370440634,1.6278895596042275,0.05611284635961056
166,success,95.1744547864965,1,84.88091452661259,9.780479789306586,0.5130604705773294
167,fail,12.128273453143361,0,12.128273453143361,0,0
168,fail,42.62899687057873,2,38.76328665595103,1.8942798394709826,1.9714303751567248
169,success,60.598218537898944,1,57.03581412870713,2.618427862596104,0.9439765465957047
170,fail,14.761762003829926,0,14.761762003829926,0,0
171,success,80.43222238484363,1,64.37568356742952,15.148253820074173,0.908284997339937
172,fail,21.81753625967241,0,21.81753625967241,0,0
173,fail,4.601065847091377,0,4.601065847091377,0,0
174,fail,9.178131995302559,0,9.178131995302559,0,0
175,success,66.71565337714418,1,56.55285782069087,8.990477933334537,1.1723176231187704
176,success,6.4887580643408,1,4.073081840761006,1.9559711823239923,0.4597050412558019
177,success,110.78086968503484,1,103.8600012079763,6.290257699527729,0.6306107775308192
178,success,119.64254478212763,1,112.5307015930533,5.3434534834460035,1.7683897056283435
179,success,11.69394532641822,1,6.431144287087956,2.084122363012284,3.1786786763179786
180,success,69.17540531716756,1,65.79773803098584,1.3309114798903465,2.04675580629137
181,success,14.718706425061566,1,13.223621049629523,0.22285841321314917,1.2722269622188929
182,fail,0.5846140309319211,0,0.5846140309319211,0,0
183,success,187.20217748459157,1,179.9023587544351,7.048078244131925,0.2517404860245534
184,fail,86.25163099364192,2,72.57817731870328,9.21723694013639,4.456216734802252
185,success,92.77570984366294,1,80.17635723023707,12.212689589577776,0.3866630238480866
186,fail,60.791178337825244,2,51.84649765958714,8.658600076612952,0.2860806016251445
187,fail,1.1184118734672666,0,1.1184118734672666,0,0
188,success,53.31335071274018,1,49.07544883554081,1.8489951360970736,2.3889067411022955
189,fail,6.188473291695118,0,6.188473291695118,0,0
190,success,102.94779020338905,1,98.68184103209695,3.9243550177425752,0.34159415354952216
191,success,32.689608183757954,1,22.84438128119769,9.290928402495505,0.5542985000647604
192,success,44.04342893369318,1,41.55668454542357,2.297702646145943,0.18904174212366343
193,fail,66.96534081957437,0,66.96534081957437,0,0
194,success,55.21993774949079,1,52.13262061523711,2.715484625659883,0.3718325085937977
195,success,98.61366390447424,1,97.32936729522933,0.32774072868073867,0.9565558805641653
196,success,15.181898560886207,1,13.95715161650342,1.0390285099856555,0.1857184343971312
197,success,25.437651309955136,1,18.256477587016168,6.0312400802732125,1.149933642665756
198,success,23.789456286326008,1,18.57633792707307,2.0089666498824954,3.2041517093704437
199,fail,8.396092019555093,0,8.396092019555093,0,0
200,success,103.56339908028309,1,101.11267640371864,0.9543793485499918,1.4963433280144676
201,success,89.19641738897643,1,87.3220138089223,1.6308214119635522,0.24358216809056402
202,success,59.72682288918262,1,57.95498908187162,0.3469955550294341,1.4248382522815708
203,success,34.41377312482218,1,21.31357724633566,12.451192093382957,0.6490037851035595
204,success,162.71227515003937,1,162.3835839142959,0.1343384594656527,0.19435277627781034
205,success,5.138717072172357,1,2.970294768937413,1.3518428592942655,0.8165794439406785
206,success,104.67689750009232,1,96.33554095156606,7.937922998842718,0.40343354968354106
207,fail,96.98174947945117,2,85.50007866921312,10.634626909021812,0.8470439012162387
208,fail,6.87181830406189,0,6.87181830406189,0,0
209,success,5.766561820171773,1,4.2093192879110575,1.512100426480174,0.0451421057805419
210,success,17.718359828972194,1,7.222191793844104,10.052446648058417,0.44372138706967235
211,success,70.65498071276556,1,67.24628889953895,3.2587384479120374,0.1499533653145784
212,success,70.75970319999153,1,70.23772110103789,0.07130191198162286,0.45068018697202206
213,success,68.06142339176533,1,66.57675579978648,0.8515942266630474,0.633073365315795
214,success,30.0137976924224,1,23.18919562376491,6.696553374430598,0.1280486942268908
215,success,104.18689718189808,1,89.53402650170078,12.889942982535246,1.7629276976620523
216,fail,2.809108996072341,0,2.809108996072341,0,0
217,success,17.891587048711095,1,14.997922701225168,2.1119455504231155,0.7817187970628137
218,success,64.46704508859531,1,62.39711867295502,1.4703326845312474,0.5995937311090529
219,success,41.46271600907633,1,37.18872334878896,1.0588750569149852,3.215117603372384
220,success,24.28312574168071,1,14.086882567215309,9.264069774321408,0.9321734001439931
221,success,39.330212054025125,1,30.947929815060267,8.004569653001548,0.3777125859633088
222,fail,25.962650499989447,2,18.936458020050946,5.516756919468255,1.5094355604702476
223,success,88.3082095238582,1,74.04562331909115,14.159714280770402,0.10287192399664624
224,fail,13.330022170719626,0,13.330022170719626,0,0
225,fail,32.529006349872546,2,25.87384064169217,5.132848363832618,1.5223173443477598
226,success,48.754491387120495,1,45.86769558097168,1.301746352110058,1.5850494540387634
227,success,50.25337117000476,1,49.64816776583975,0.09806702665905292,0.5071363775059581
228,success,32.97654287216987,1,23.159525375393155,9.268125574317715,0.5488919224590063
229,success,77.5918339449442,1,72.1648804441282,4.353694487153054,1.0732590136629465
230,fail,0.024675345048308372,0,0.024675345048308372,0,0
231,success,72.76174743270536,1,61.53769789064029,8.584146520214752,2.639903021850324
232,success,172.737471561518,1,166.97404757778904,5.303804725198509,0.45961925853043795
233,success,56.78202838381865,1,47.789756942314455,7.781797786754491,1.2104736547497037
234,success,32.5384862542826,1,18.956716865812364,13.14872062702048,0.43304876144975424
235,success,16.816873728298777,1,10.291249223306636,5.827640355354609,0.6979841496375324
236,success,76.67297359992412,1,74.85217994934541,1.7021358269266784,0.11865782365202904
237,success,112.21155609443788,1,108.90011713927716,0.578490542168032,2.7329484129926924
238,success,36.022946009929015,1,24.223795835199446,11.678218066594523,0.12093210813504607
239,fail,13.89173578386927,0,13.89173578386927,0,0
240,fail,36.33913790122016,2,17.314585670955502,13.757841705180141,5.2667105250845205
241,success,110.27825415982845,1,109.66705446747112,0.29592879116535187,0.31527090119197965
242,fail,12.903562252920988,0,12.903562252920988,0,0
243,success,33.96826031866245,1,31.520974993516965,0.6157247507675436,1.831560574377944
244,success,39.93411505617367,1,36.663008182576746,2.382673085667193,0.8884337879297258
245,success,92.50658667769409,1,91.1146373931019,0.6184942019172013,0.7734550826749846
246,fail,8.102310372906171,0,8.102310372906171,0,0
247,success,18.288580356777782,1,12.44077282390155,5.343629468932249,0.5041780639439821
248,success,110.49679192265788,1,94.0963134687521,16.20881069367552,0.19166776023026524
249,fail,5.7340751541778445,0,5.7340751541778445,0,0
250,success,23.463250068783196,1,10.344680338166654,12.801417288671615,0.317152441944927
251,success,69.37691137559311,1,53.09791211398593,15.55474675176466,0.7242525098425271
252,success,53.271436532274066,1,44.2840492256219,6.239066188944937,2.748321117707229
253,success,16.948661665643524,1,10.949269217505234,5.63514703619837,0.364245411939919
254,fail,3.4771995712071657,0,3.4771995712071657,0,0
255,success,20.057343869971554,1,12.58686196326796,7.241850676632405,0.22863123007118702
256,fail,14.038168459967384,0,14.038168459967384,0,0
257,fail,3.0505600851029158,0,3.0505600851029158,0,0
258,success,55.43433580570469,1,42.74493510036028,12.408329163979175,0.28107154136523604
259,success,125.43791735892356,1,121.84459634034255,3.5387138275191794,0.054607191061832386
260,success,99.34774975034335,1,96.32473998588912,2.210604145657271,0.8124056187969567
261,success,46.37991326533392,1,40.50108635433597,5.357611654116274,0.5212152568816759
262,fail,27.17914285012222,0,27.17914285012222,0,0
263,success,15.80530348003678,1,10.823755617871472,2.514480846002698,2.4670670161626105
264,success,411.39896399225216,1,398.21044854939254,12.425620732198837,0.7628947106607344
265,success,9.187229267073246,1,7.641896689062388,1.3334987638518214,0.21183381415903568
266,success,68.35021616915381,1,64.16603034407557,3.553035640879036,0.631150184199214
267,success,82.10955087040982,1,75.35135681940258,6.563342804810466,0.19485124619677663
268,success,73.99313700047738,1,69.49007743170445,3.450826178304851,1.0522333904680732
269,success,43.49353641504698,1,25.641952532945936,16.448209839001724,1.403374043099327
270,success,24.176574254718325,1,22.07356189759249,1.8559678660098764,0.2470444911159575
271,success,48.89725815921167,1,46.423649596488865,2.195431829895824,0.27817673282697797
272,fail,10.86348732891393,0,10.86348732891393,0,0
273,success,56.68996696267438,1,51.32384668498045,4.796353820501328,0.5697664571925998
274,success,49.87652765189008,1,43.305176723704136,6.08139347729689,0.48995745088905096
275,success,126.42929365818478,1,104.62266386774729,20.657483279260056,1.1491465111774328
276,success,51.63213975290068,1,46.615685476523936,4.143840907862843,0.8726133685138943
277,fail,7.790880240079882,0,7.790880240079882,0,0
278,success,116.00130914647097,1,108.14101895796128,7.799738524061563,0.060551664448122225
279,fail,2.712927768006921,0,2.712927768006921,0,0
280,success,95.62169549872004,1,89.5795552445496,3.306058426387608,2.7360818277828365
281,success,79.04759303409526,1,65.65500622496953,12.426964854406297,0.9656219547194363
282,success,46.918345418470416,1,29.645761937370896,14.722812189090433,2.549771292009092
283,fail,10.33747715687223,0,10.33747715687223,0,0
284,success,15.707144604703617,1,9.441290194988737,4.260868300586857,2.0049861091280228
285,fail,20.06254505282069,0,20.06254505282069,0,0
286,success,86.86785053755258,1,79.65276460350672,4.517650564456792,2.697435369589067
287,fail,34.10326182674218,0,34.10326182674218,0,0
288,success,43.606295706313595,1,35.80926254731304,7.63246109181507,0.16457206718548412
289,success,56.990997918178,1,56.42445429949523,0.3886160091497004,0.17792760953307152
290,fail,23.107846508404975,0,23.107846508404975,0,0
291,fail,46.39443243630184,2,42.82146784638084,1.7426223623699415,1.8303422275510552
292,success,37.33150854755275,1,36.06571814191154,0.3207637835294008,0.9450266221118094
293,success,43.31419856692509,1,40.72123009743945,2.5222004763782024,0.07076799310743809
294,fail,10.380061785270396,0,10.380061785270396,0,0
295,fail,1.7563319690504402,0,1.7563319690504402,0,0
296,fail,144.45427949111206,2,96.01760560715032,45.72161990897132,2.715053974990434
297,fail,157.20153607561144,2,144.31998078971597,12.360976078672554,0.5205792072229087
298,success,22.739954443899975,1,18.613863288318612,2.445856761187315,1.6802343943940483
299,success,36.61738074305168,1,26.381440655419475,9.821523082953812,0.41441700467839837
300,success,89.18234012588675,1,84.62314198267048,4.342845915606678,0.2163522276096046
301,success,50.742111852042314,1,44.66359156830207,4.080742285376847,1.9977779983633999
302,success,134.60193866712297,1,130.31949680896275,3.2609604066237807,1.0214814515364292
303,success,71.48513459148057,1,68.54666056128866,1.8973828665912151,1.0410911636006954
304,success,11.491604776178193,1,9.11150427069515,2.269796577747911,0.11030392773513083
305,success,92.82781824350656,1,81.57769795870391,11.004382268826845,0.24573801597580314
306,success,93.04484768351112,1,89.64380900421115,2.8223831383568276,0.5786555409431458
307,success,49.29709701645899,1,40.3920443008826,6.537018921016218,2.3680337945601706
308,success,46.491369704764736,1,43.318978482440514,2.556390636600554,0.6160005857236683
309,success,9.130005213340691,1,7.419325312581109,1.3754238327236221,0.3352560680359602
310,success,19.472693736230035,1,14.759491663006068,2.4513450424367615,2.261857030787206
311,success,12.289844495652511,1,8.68482942450408,1.9468096328271736,1.658205438321257
312,success,64.88566553904333,1,56.46038544070209,7.120853969407203,1.304426128934038
313,fail,1.5060464572161436,0,1.5060464572161436,0,0
314,fail,15.279448534453158,0,15.279448534453158,0,0
315,fail,5.656687505543232,0,5.656687505543232,0,0
316,success,21.431681940881703,1,19.74826964000041,0.5835788999684155,1.0998334009128778
317,success,26.514814941975608,1,22.37812580922419,3.8955309333330455,0.24115819941837224
318,success,53.30332053567439,1,47.99296993008731,4.003428445540064,1.306922160047007
319,success,21.813435590204847,1,20.29292984213182,1.1857880841367117,0.33471766393631697
320,success,36.82545684350944,1,29.183334571911757,7.0014211713674666,0.640701100230217
321,fail,31.248601496666183,2,18.67426293180071,11.399019091347764,1.1753194735177113
322,success,78.09155576560472,1,58.237085447414294,17.849593073220795,2.004877244969631
323,success,26.8533053277096,1,25.302906846207502,0.7553515420295298,0.7950469394725682
324,success,56.223868383581696,1,41.8618450292802,13.213496568448278,1.1485267858532193
325,fail,2.131234612315893,0,2.131234612315893,0,0
326,success,40.69400481564949,1,35.00322037781198,5.634289276576103,0.05649516126140952
327,success,71.40039518744463,1,56.29479068419092,14.910606342317772,0.19499816093593836
328,fail,1.2034462987550223,0,1.2034462987550223,0,0
329,success,19.918548147793103,1,18.80117749022131,0.7345025823451579,0.3828680752266356
330,success,95.99905536588058,1,82.57840242121183,10.942666223472832,2.477986721195913
331,success,65.3266107093483,1,64.64456513737662,0.18540932098403573,0.49663625098764896
332,success,140.74567142939793,1,134.45240827206374,6.269774479761736,0.023488677572458982
333,success,147.5374057487316,1,145.0862919589236,2.2340787039138377,0.21703508589416742
334,success,47.426491216984246,1,46.92001377953649,0.36132027860730886,0.14515715884044766
335,success,44.62496320574747,1,40.74880605984226,2.6997820660471916,1.1763750798580173
336,fail,137.70356281178286,2,103.43503862599515,30.92525513250673,3.3432690532809786
337,success,168.60620771313222,1,164.41717982161734,3.0314442864619195,1.1575836050529662
338,fail,18.514802737147686,2,8.48758665844798,9.073188807187156,0.9540272715125485
339,success,26.351319832608407,1,21.374163729229814,4.4893896763906485,0.48776642698794603
340,success,67.50664948043628,1,46.15806057839156,19.3238328691552,2.02475603288951
341,success,211.25705061217465,1,201.8565796442589,8.961159940388919,0.43931102752685547
342,success,32.37944357485223,1,19.741905912672845,11.559726337016494,1.0778113251628918
343,success,18.1942146053821,1,10.36513166381628,7.106618173000338,0.722464768565485
344,success,120.30641237290624,1,119.42789680481005,0.7871018932200968,0.09141367487609386
345,success,61.11038516843459,1,54.34455660201892,6.566753173036934,0.1990753933787346
346,success,95.93093650112296,1,89.20430698941414,6.279536625160338,0.44709288654848933
347,success,53.967628941818994,1,50.14731346878172,3.707903097173632,0.1124123758636415
348,fail,26.90533517816299,0,26.90533517816299,0,0
349,fail,13.959046508276705,0,13.959046508276705,0,0
350,success,60.4946745885239,1,56.26833864124811,1.6504814242944121,2.575854522981382
351,success,195.9002860723676,1,189.3701908923783,6.111192418686407,0.4189027613028884
352,success,98.61029768885948,1,93.76616918333059,4.599545336996186,0.24458316853269935
353,success,121.6110935335897,1,109.80096077804343,11.35495179942528,0.4551809561209879
354,fail,126.110183758754,2,108.96256775217316,15.397910819690111,1.749705186890735
355,fail,6.831805086694658,0,6.831805086694658,0,0
356,success,71.81749767110725,1,70.83459487776015,0.8870644075796008,0.09583838576749894
357,success,51.21731289849282,1,42.247488328006064,8.813009483064027,0.15681508742272854
358,fail,2.6110380977507184,0,2.6110380977507184,0,0
359,fail,3.703480816488856,0,3.703480816488856,0,0
360,success,73.49724120786809,1,70.18208309349771,0.9176202630624175,2.3975378513079577
361,success,13.404018485178355,1,10.035121797775034,3.0883391201496124,0.28055756725370884
362,success,37.29070034807447,1,16.378529478979118,19.307987120814925,1.6041837482804302
363,success,86.2865732810396,1,82.17851642057134,2.8927019122056663,1.2153549482625845
364,success,24.913784261739572,1,23.851218257046064,0.6559758889488876,0.40659011574462056
365,success,64.0176569376122,1,56.363341468312996,7.367591912836523,0.28672355646267533
366,success,36.29615402691199,1,32.79324807036801,3.0000098087638656,0.5028961477801204
367,success,76.28925035418501,1,72.38044377969612,2.6374202640727162,1.2713863104161742
368,success,97.15014953064257,1,92.34155765179061,0.9725064347457373,3.836085444106222
369,success,11.38463060096738,1,8.025239817378047,2.8682781918905675,0.49111259169876575
370,fail,28.96019419854472,0,28.96019419854472,0,0
371,success,78.17528640351642,1,73.03311462043182,4.303386826753334,0.8387849563312652
372,success,42.165337547862926,1,29.31154471951968,12.426800680647972,0.42699214769527316
373,success,69.60313583750337,1,66.80746041370179,0.6252749403938651,2.1704004834077124
374,success,58.78627123897366,1,50.185699955257846,7.827340187084796,0.7732310966310233
375,success,68.67956509369125,1,57.39298779412704,8.242996800270797,3.043580499293413
376,success,27.161699542082467,1,6.512664449470357,18.457039994068747,2.1919950985433614
377,success,33.19382399898218,1,27.625775108205023,3.867040317686703,1.7010085730904583
