iterate,lambda_Q,lambda_L,p_L,lambda_P,p_P,lambda_G,p_G,f,logLik
87,0.013658218125101491,0.03689244785728765,0.13159987129894615,0.04614170963438689,0.99965339779958,0.2122571175757606,0.9493826149614766,0.999999995180025,-77331.24442960523
84,0.013342256595685826,0.03691722685037155,0.13224984363971085,0.047944626920030035,0.9995698080813766,0.20416592363913907,0.9529495443692119,0.9986133446355806,-77328.29879420981
85,0.013443328066002168,0.04237329489067927,0.11444367723439976,0.04760048511313419,0.9994582667738134,0.20828926990676913,0.9492381068409192,0.8486907387457547,-77328.28354602105
89,0.013843688943390598,0.06894756339197838,0.07055612459898714,0.046082914240020395,0.999757312104199,0.21386821169938416,0.9425411881031716,0.5115425235134745,-77327.42070545511
90,0.013948478589463959,0.04374473555280117,0.11281070738947806,0.04663503050943785,0.9999836240027802,0.21855832762089628,0.9397700010747018,0.8571757014067615,-77322.44840078497
92,0.014210480515260696,0.0445568085809526,0.11040451834293422,0.04744951561636533,0.9999529504294382,0.21484644715766252,0.940338861062487,0.8592863087455298,-77317.57629499707
91,0.014051118832085057,0.05406310436129685,0.08968156439300143,0.04806503624098561,0.9999982853623639,0.21646022430064646,0.9380559248911415,0.684053319149759,-77317.47397365276
93,0.014278585194610232,0.08173588967766168,0.06006007222158552,0.04752024649239709,0.9998778835809232,0.21509689648465186,0.9447336376305828,0.44993803737747207,-77315.49641202627
94,0.014233519086479962,0.16980024172717434,0.02887164772952196,0.04868643076868061,0.9996749797153512,0.21719077964241115,0.9459893888004495,0.211520226312293,-77310.71894571604
99,0.01465185196736526,0.05083709431297536,0.09721365581233005,0.04728771091902721,0.9995444262182699,0.22068848765326313,0.9404130713854864,0.780812283705647,-77310.10951867864
98,0.014585827719418609,0.227199312785818,0.02174515973791386,0.04721968684154916,0.9993238869393586,0.22477676781283965,0.9422326476444375,0.16041982033014116,-77309.79944809727
97,0.014508899437956614,1.864915252012278,0.002651943735577281,0.048102699034799794,0.9996950333533345,0.22827780686575536,0.9412471292422911,0.01898460057223936,-77307.2601707897
101,0.014877178535029052,2.981359368099063,0.0016770871836908445,0.04776869951426648,0.999999947443426,0.23182232338023634,0.937965520199815,0.012184812340782798,-77304.39620092411
100,0.01482492922741401,0.09378883811868449,0.052647153646775385,0.04799970835732593,0.9997087863217318,0.2265192182751864,0.9417725345782674,0.4099163777952212,-77304.35759609596
104,0.015088927378790683,0.04147501816375119,0.11776170877183298,0.047892815406877294,0.9999991039230589,0.2281966021529798,0.9351564966939951,0.9999942082383901,-77303.74473252927
102,0.014976316567745568,0.04383438260265797,0.11146503465446911,0.047854277482746725,0.999989356197143,0.23653818958736728,0.9353644352707103,0.9319442497737982,-77302.70413780671
105,0.015122336411969318,0.041515320800549996,0.11740100717747357,0.049012379934207775,0.9999990496809456,0.22942587126302266,0.9326344073079744,0.9975902890035628,-77300.35675272527
106,0.015128655199712644,0.04188191344971987,0.11934576359066125,0.049775305592756794,0.9999999889510458,0.23323682375809326,0.9340787197310336,1.0000000056395129,-77295.97402672071
112,0.01575841222954141,0.04239854129315743,0.11528243906249357,0.048758236759401025,0.9999882207052466,0.2343845967689931,0.9276122298475559,0.9994181298913034,-77295.52199165152
108,0.015425748144096791,0.508340230442868,0.00972628221384165,0.049867672610574676,0.9999997074713237,0.23721376999615665,0.9309988035133413,0.07309921432845713,-77294.69070986219
111,0.015685800921461962,0.0422214517625094,0.11556320049137217,0.04901373420594701,0.9998525273133813,0.24136077069797227,0.9287650341088708,0.9945792310385906,-77294.18222172117
110,0.015573273619401569,0.04520636003792555,0.10693152389430874,0.049982702845072904,0.9999576245762661,0.2369290315834097,0.9302200401161513,0.91745456184497165,-77293.35224461612
107,0.015273552990511202,0.0418282062244231,0.11716863107806794,0.05041874488099936,0.9999999735201032,0.2351701725878495,0.9319939365592078,0.9999932330850556,-77293.24437123681
113,0.01584740654504214,0.15142343575564196,0.03212676702486271,0.04931009473040946,0.9999999996001817,0.23977764323062684,0.931607511063723,0.2563999694445007,-77292.34354102316
109,0.015471861316118243,0.0430698973112526,0.11347844497782891,0.051076891180964826,0.9999534449122505,0.2355431468176227,0.9296065877504247,0.9678660552128949,-77290.82621877761
114,0.01570857213692877,0.042670477783522155,0.11382798680048554,0.050540958935597756,0.999999997244949,0.243672614567075,0.9266891109429664,0.9999990773483136,-77288.87180364493
115,0.015909741404073627,0.04271571529809858,0.11310207799080112,0.05081921332531372,0.9999998934325017,0.2405413644791946,0.9283456703037359,1.0000000001499134,-77287.7360872308
122,0.01638053379138715,1.7382215429163137,0.0028436142373967277,0.050953198009501134,0.9999987230362938,0.22993577239988272,0.9236909235342654,0.02252379805502781,-77286.31461208983
118,0.016139156892842496,0.15464665298154426,0.0312750628569797,0.050973718083832546,0.9999995372544703,0.23947273718995116,0.9292668734929818,0.25653921485458164,-77285.65452454356
116,0.01606976188862152,0.050628592041138495,0.09648443298091036,0.05086753309800891,0.9999999999999996,0.2436894739360816,0.9288024038867961,0.8351667763216836,-77285.49149675404
123,0.01646846303706184,0.04474258940882988,0.11002531646486391,0.0508140784708914,0.9999874922812605,0.23565029493916798,0.9175993428446954,0.9853487021545291,-77284.36131690576
126,0.016746071666872246,0.7588580900804945,0.006517323685319632,0.050903716707392625,0.9999996601279723,0.22812380249401593,0.9073878898525919,0.053216653900703695,-77284.0285324315
125,0.01671935235356439,0.05025984117186408,0.09894039349408332,0.050703297980140394,0.999996777792484,0.23476513302980387,0.9148193119735415,0.8788276073263114,-77283.45774683566
127,0.01695978130070799,0.05794023963458257,0.08507658123618272,0.050617346144770314,0.9999537553541729,0.23058793217990134,0.9095720584838448,0.7583625941149672,-77283.18165927945
120,0.016209795631981126,0.9030848360250686,0.005432235213848249,0.05180260462011086,0.999990856097097,0.2356872286881515,0.9228436205460714,0.04346273710174935,-77282.97315110694
128,0.017074292257707742,0.04564405429493305,0.11044970678017217,0.05101136751096522,0.9999996549420386,0.23240487426850068,0.9098446554445159,0.9969108055026477,-77282.81370989725
129,0.01709270050593154,0.04565473821951422,0.1093292351164555,0.051190120520224605,0.9999866688662401,0.232288212480352,0.9102845672521915,0.99899290492598,-77280.60386425933
131,0.01733939689741828,0.04921445154313164,0.09936332003055974,0.05181270691625462,0.9999670150573692,0.2321177905362791,0.9156757421063062,0.9177918067942259,-77278.37938971445
130,0.01726621789197113,0.07194348719498055,0.06785467704331063,0.0516172541949004,0.999994615185579,0.23317042206981406,0.9154719490099198,0.6120307201217537,-77278.02401823312
132,0.017369076950178267,0.4058117954882721,0.011989556669639467,0.05214172584394166,0.9999890669997492,0.23274333159664626,0.9182505021116065,0.10250150625348904,-77276.4547629889
133,0.017480261069704475,0.40183035122209526,0.012063180464773463,0.052012339327440746,0.9999426650962371,0.23334785676226713,0.9150167934673572,0.10399152670432227,-77276.33759813319
136,0.017442572610166365,0.0468479317758391,0.10449398710217654,0.052905732758344724,0.9999995209172498,0.24028266134280274,0.9256117675747919,0.9999970438236065,-77271.26138535564
137,0.01753717846016758,0.09506164456660218,0.05041376504889621,0.053681764623854475,0.999982941715915,0.2372121810997502,0.9300396977842984,0.46725347341699486,-77270.5703424915
149,0.01866765980485755,1.064219560906242,0.004460772505333275,0.05135088485462677,0.999756035103003,0.25788835437112334,0.9452115365541454,0.04213682295924525,-77264.86637235456
148,0.018622091442134454,0.12783225194204711,0.036962171451946094,0.05165497310535104,0.9997263147494645,0.2620757754397862,0.9451050055405433,0.36250180342603877,-77263.68805134273
141,0.01805914642665021,0.9701391720747647,0.004954954863207157,0.05406510692406807,0.9999808821318222,0.2515449199011745,0.9331186091457274,0.04477805835589178,-77263.42258897035
150,0.01884041700659637,0.702608718518814,0.006834404241581538,0.051676566741594626,0.9995888482166414,0.2602149001707198,0.940239195648509,0.06466554259388879,-77262.89525097626
143,0.01832891687411609,0.04835590162692072,0.09959627683946261,0.05377940161197909,0.9999692808118292,0.25771330477987686,0.9391166024260865,0.9994466886840327,-77262.85754692576
142,0.018254624728338196,0.048551460000844884,0.09888405841067524,0.05443959413233052,0.9999731469709796,0.2514710689154598,0.9354137373325317,0.9904831213258323,-77262.39526565105
144,0.018435610972130874,0.06821814575459698,0.06940025177735848,0.05395035819852191,0.9999993723052529,0.2553078110530707,0.9392731236231701,0.6865414360102114,-77261.84710606266
151,0.01899719621264607,7.306785329511443,6.570184629004921e-4,0.052193356288115035,0.999629052810637,0.2627829908282156,0.9401477034193105,0.006199272662911616,-77261.21254642335
145,0.018372977775977645,0.049074856395812994,0.09682835663948687,0.05445039518876923,0.9998483636893455,0.25715403806214543,0.9423347097904019,0.9873904655578224,-77260.29017705939
146,0.01839110278271156,1.3809834749979513,0.0035132590008535303,0.05473467338206649,0.9999615550296144,0.26159858640855815,0.9432285392213002,0.032024248810410515,-77260.1619205855
152,0.0191938795463307,1.1944537016815608,0.003963336058503139,0.05326415211967247,0.999373176436041,0.26118519752285235,0.9464289729562263,0.037831787935073614,-77260.00646447537
154,0.01920647817693178,0.33605650765574013,0.01404104332885895,0.05345666131841425,0.9997435138775972,0.25426549460903075,0.9455172468416342,0.1366035501089002,-77259.6497036848
153,0.019142777236244014,6.811815856139966,6.861009168925625e-4,0.05332927171358762,0.9996543730252152,0.25668928096228366,0.9480761488371925,0.0066144635427977435,-77259.64181912626
158,0.019344889836332636,0.05497268902045881,0.08743258878829659,0.053703902192857485,0.9999530296454885,0.26453177174999504,0.9412594817919582,0.9235061808802162,-77255.87189705239
156,0.01935910337282617,0.05109348817449151,0.093050290508219,0.053982966065911644,0.9999887183695927,0.26708802846887597,0.9399037857203224,0.9934580720585124,-77254.82950034607
157,0.019365082433031925,0.051357017266037926,0.09325972922060353,0.05413547792505679,0.9999965948321705,0.26864199537382655,0.9442342474641088,0.9928763338266007,-77254.77305958359
159,0.01936292518187538,0.25240293360685173,0.018635128759876742,0.054688508691050707,0.9999804248502484,0.266361336721645,0.9418893327136204,0.18691205234734928,-77253.35244327442
161,0.019463011581627884,0.07935340614430547,0.05870696187908531,0.055789333143015055,0.9999999999783935,0.2728411296254496,0.9398981943634425,0.6216689824733567,-77251.04444209821
162,0.019674459543692284,0.051466230100174974,0.09240945031515746,0.055665659054326355,0.9999999976476757,0.27841924128600876,0.9413911946119375,0.9999886993389087,-77248.93793898748
163,0.019607992128513378,0.05118308361201387,0.09230268071600597,0.05541825318900707,0.9999999999939629,0.2922748440229163,0.9355823144034551,0.9999917130104947,-77247.50644409143
165,0.01966030377367381,2.01773907849843,0.0023649334168421472,0.056075112996072506,0.9997727638702911,0.2935290288124328,0.9409347862487527,0.023324426161739308,-77245.77040571083
166,0.01983605829916204,0.38059031287369527,0.012473373357977225,0.057630947774203856,0.999640200178664,0.29323623355285566,0.9339660200505048,0.1264140792337504,-77242.056161535
168,0.019955766690321702,0.09926612506092382,0.04789429959048346,0.058613558609962854,0.9991477289943401,0.28565819948944693,0.9372863310516808,0.5052165622917923,-77240.91517121642
169,0.020048754908029535,0.07670660604557396,0.06265877931159973,0.05906311448527539,0.998479932892026,0.2898468705018379,0.9317732317876662,0.6619902144314663,-77240.32460283866
167,0.01986815618799278,0.09594488379136282,0.05007401332464192,0.05912053099277091,0.999799661093322,0.28538368983545154,0.9350337664357751,0.525393253381116,-77240.15761199391
171,0.02013723330745612,0.1313744836476598,0.03610267092231361,0.05914649691759037,0.9974506438974972,0.2908519477248856,0.930635824367698,0.3812662725361951,-77239.14591348864
170,0.02015908866497851,0.08038238242595278,0.059131726209510516,0.059644210202230694,0.9986128280669749,0.28673875879833777,0.9311524148100337,0.6334941684464602,-77238.7850770875
172,0.02035510672156437,0.27125687147578226,0.01770440099877951,0.05938907196533248,0.9976412398916494,0.29204556955669464,0.9331934273088344,0.18227914247621443,-77237.8300374561
173,0.02035244718024236,0.5891958563458622,0.008318242837168038,0.0591517346586203,0.9980553947141532,0.29709819524480113,0.928536594565244,0.08418471440988541,-77237.52627449026
175,0.020567609213021896,0.40998175288322897,0.01164357932534806,0.059090603042833006,0.9981769355000516,0.30187890281625973,0.930235462945935,0.12241283346948945,-77235.57692181425
174,0.020565319487056415,0.352274390413031,0.013815588430446363,0.05981641639786444,0.9983062149792563,0.3017239614375875,0.9289924268717203,0.14280567522894919,-77234.84569244045
181,0.020617445663387513,0.1998085872767165,0.02387819504621993,0.059827302463405105,0.9976330613181367,0.3124798639620404,0.9320670233560593,0.259135964200077,-77233.37439146517
180,0.020526231714403247,0.23574310175549945,0.0204406480674759,0.05983469340313673,0.997730806646823,0.30864387474316635,0.9296783366673196,0.21782930590791116,-77233.20396527965
176,0.020491342547976864,0.3756887448757249,0.012794454613579828,0.060122748940970805,0.9980556048743329,0.3108676160808899,0.9302543692178047,0.13354047124502869,-77233.01721136874
184,0.020870835035047088,1.484052754950983,0.0033310862985048884,0.0611811736835381,0.9978070619756466,0.3147813699118252,0.9366296816860187,0.0345652953370448,-77232.04493942796
182,0.02068983714250183,0.42749037023767833,0.011255877317324947,0.059924339744491774,0.9975489381536078,0.3113295741037215,0.9347879111303473,0.11998436032741168,-77231.88555220672
178,0.020476684876790385,0.11792002385509567,0.04140035803937152,0.05997383417870982,0.9981656581818522,0.31660783957537314,0.9285278338432126,0.44427244363156887,-77231.84901598367
185,0.02095569733129999,0.6183077207224251,0.007641832967708753,0.06072093705119046,0.9980613591379148,0.3152359535918755,0.9355028287267694,0.0836363587663109,-77231.30178630233
183,0.020707140102544663,0.4003782639587774,0.012035581489047684,0.060204849504692765,0.9978559931578938,0.31296701407364397,0.9366415378249775,0.128405792920502,-77231.11182452168
177,0.020471157261553564,0.35982552753903624,0.01346689983465942,0.060884559558520346,0.9978691803868741,0.31708875770528794,0.9264065978445061,0.14030641991345472,-77231.02734822985
