iterate,lambda_Q,lambda_L,p_L,lambda_P,p_P,lambda_G,p_G,f,logLik
179,0.020565684582144184,0.18224604860121266,0.02686281370011936,0.06028908504973282,0.997733674980796,0.3171545544363506,0.9277723821432626,0.28465400354179127,-77231.0192500936
199,0.02160483632639425,10.8017826242768,4.4810047110120947e-4,0.05908975437993559,0.9984205958352159,0.3065223551602702,0.9373910280574931,0.004883084840742414,-77230.96535415784
197,0.02157815281042181,2.3672662431650053,0.00198700822079019,0.061125907107199194,0.9976670256867467,0.30563503649737334,0.939067114105007,0.02228632904937284,-77229.28781829614
187,0.021034133552632367,2.0487334160946706,0.002365076409157479,0.06067797540467564,0.9986824670503893,0.3146650841398493,0.9391753950969324,0.02540679061685928,-77228.85931885852
190,0.02129060044952624,2.1919160476825557,0.0022014985476371362,0.06131205219372942,0.9982728260200197,0.3066885941191213,0.9388643669873521,0.023805880566090863,-77228.60992839675
196,0.021576880462941605,40.447627448877206,1.1707521194947029e-4,0.06101972745548514,0.9972831210061874,0.3061605916369931,0.939940942591903,0.0012964742742578152,-77228.48423699633
203,0.021701022989733965,14.988610050129598,3.160832788303634e-4,0.06070684009960799,0.9988414118689752,0.3136114948412006,0.9379599200726361,0.00358639382163406,-77228.37332349955
208,0.022012447419928666,41.07472693450244,1.196884582003809e-4,0.05982018404609593,0.9971213011302783,0.31809920749932535,0.942077688831773,0.0013263094327521567,-77228.31676455069
186,0.021115009198819264,0.37560017002733465,0.012851411369312941,0.061129195342022956,0.9988950335669257,0.31810406939207114,0.9382797738164791,0.13956634415187766,-77228.09662571376
207,0.02196404442272094,25.44581693159216,1.8820795312432957e-4,0.06011677704682227,0.996841120517415,0.3158905728317269,0.9431518822426863,0.0021241984018897475,-77226.60970648675
213,0.022368818424161063,24.383590415487177,1.9801079014305326e-4,0.06274319727411966,0.9965861226302232,0.3292312227436328,0.9469054284630324,0.0022528130273787765,-77222.01800287818
216,0.02273619806820781,7.635155739094204,6.241428544275533e-4,0.06289259090509457,0.9959500042213052,0.3242499936738288,0.9547425797413466,0.0073296845257260004,-77220.49167714747
217,0.02269379137370001,12.10723337603756,3.8565271360797474e-4,0.06271737495198394,0.9966351312494947,0.3283781010863174,0.9584309268575919,0.0045972790973111055,-77220.33022775434
215,0.022538159893152828,35.828194718967914,1.3311089623913258e-4,0.06323673205359454,0.9965637996127139,0.3280896815875005,0.9501341184674382,0.0015478695013632642,-77220.06051530429
225,0.02289905028258456,8.926921667568097,5.295840011365094e-4,0.0626939998962763,0.9978216255564928,0.3343628111192804,0.9634288687612819,0.006329527923983917,-77219.44756593979
228,0.022912683166822566,33.17162842623751,1.431509117049633e-4,0.06100220777440604,0.9984792048005378,0.3543658738583661,0.9548562890504712,0.0017235345826937653,-77218.7802330117
229,0.022887232047264852,2.3169038219407296,0.0020661098463239935,0.06159785170856458,0.9984952007731099,0.3498008605511829,0.9512541730086428,0.02470279446106301,-77218.45246423288
237,0.02354451667116284,3.176635674722016,0.001484739384227055,0.06112651399812043,0.998567315452541,0.35892041769252203,0.954058313827838,0.01840012428563578,-77216.97225106665
230,0.022904211736329536,1.0301319689469324,0.0046698775445526705,0.06224943985019861,0.998509952635171,0.35389711936594354,0.9488516399340337,0.056228370460600176,-77216.94002026567
235,0.02318500331554939,2.393640967451027,0.001990071649123504,0.061738971666210396,0.9983797489113144,0.3580626825734403,0.9522268549786131,0.0243444987450813,-77216.76840721944
232,0.023099574730574376,4.363691118614973,0.0010901242652589886,0.06175001209273127,0.9987667401285116,0.36221391007046455,0.9520841440552084,0.013305262276714067,-77216.74602021939
231,0.02302336252349585,7.435851469483735,6.472213509150349e-4,0.06229546102526972,0.9982038010952424,0.3615713021353822,0.9494887354602924,0.007802595261547502,-77216.00522172356
241,0.023938240582768396,0.46146944922845895,0.010327914489570721,0.06171193654662468,0.9996340244838305,0.3653336909092907,0.9534308978718753,0.12942718662935496,-77215.57938459015
264,0.024781433356267434,50.515928777593615,9.65180718806144e-5,0.05966925515945197,0.996869496650114,0.40291935604668794,0.9489950214760304,0.0012307582663747627,-77213.65683874815
265,0.024772638817081482,48.74936823498325,1.0000803667939896e-4,0.05954100569417232,0.9966302420032945,0.406887722593388,0.9444469578809179,0.0012761365570940861,-77212.77886631759
243,0.02374935997436585,28.802216566014486,1.6713265477356234e-4,0.06390820176559503,0.9983747990946719,0.3676665732981161,0.950912299687708,0.002065333026115036,-77212.569998965
261,0.024732866101307458,1.833091562470107,0.0025785906676344885,0.06154070891482359,0.9960192658826466,0.4004849692335899,0.9462239289397083,0.03360260002022819,-77211.56118019408
262,0.024722814577967798,55.24871910198692,8.599405013446291e-5,0.06126546625004004,0.9943460203705998,0.4026462448255235,0.9477094180208628,0.001114640990511233,-77211.38918047528
245,0.023956594194586896,42.050525845947206,1.1180232794040863e-4,0.06407963322150859,0.9981183650477009,0.3826742721583294,0.9542476510909563,0.0014177724194803947,-77211.32450720917
249,0.02421553668790611,6.238417325650493,7.560443821212068e-4,0.06345822012436605,0.9959526975224245,0.39069145816286555,0.9543302652100922,0.009682468537246185,-77210.81912419217
260,0.024728079793496106,1.316285993683895,0.0036160882803531968,0.06223602008940015,0.9955876991668773,0.40658932785107504,0.9510398587539232,0.04657955474196973,-77210.32359431777
279,0.025892889470781114,6.68909182776323,7.228218538384028e-4,0.06111295268218543,0.9948930251151942,0.41092481801479996,0.9385687456823649,0.009530259179326596,-77209.40426797107
275,0.025481688595123675,42.241014235972926,1.1458696590663132e-4,0.06051791261316405,0.9933389831008215,0.43007796636362544,0.9386349069680957,0.0015027255780849518,-77208.92657832583
255,0.02479765770892366,17.144232458758488,2.7314985577087055e-4,0.06363789029180858,0.9951661254983885,0.4092806282959544,0.9602512149531437,0.003623541561677735,-77208.52247651991
305,0.02679734034967311,1.0649418432268525,0.0042975432283728935,0.060590618931509015,0.9991144394215474,0.4401049318849724,0.9441428823033021,0.06092576476773683,-77208.47224118808
306,0.02684687253481139,3.644795883280192,0.0012516537191926325,0.0601691249464354,0.9989641529812373,0.44405650071937475,0.947845511663288,0.017664113690630593,-77208.17725966866
313,0.026990623898409772,36.7511640326321,1.231583556583265e-4,0.06064827521841407,0.9987251815762547,0.4259382743284189,0.9598833498506705,0.0017746576250117268,-77207.99618707123
281,0.026068482475877137,22.452521984432295,2.094981219711393e-4,0.06129476203276933,0.9965513416855676,0.42917556462701034,0.942673584836778,0.002836525099952576,-77207.83908219461
308,0.026692016539756152,2.040581510421998,0.0022392884289593592,0.061347021650219116,0.9991882717484754,0.436596590540105,0.9506076862559864,0.03183010836844052,-77207.70443180195
282,0.026039455005866328,9.23333748001355,5.15603236365506e-4,0.062014690699040705,0.9970107926979068,0.42504839997151067,0.9439050872597122,0.0069218383766457316,-77207.29047975446
324,0.026829427981980992,0.09108308025938405,0.04890401484251072,0.06262160896152619,0.999935475789702,0.4671038059652511,0.97072612775045,0.7615361652855182,-77206.87545279981
312,0.027019180299347866,13.28910755976461,3.4423910137952075e-4,0.061233412564599944,0.9986622978304371,0.43427513205500473,0.9568753568261109,0.004914465992643313,-77206.34103525215
317,0.026925631815923872,2.441784408943764,0.0018739151302430434,0.0609276827581623,0.9991228005623093,0.4392957838493341,0.9635117809131275,0.026842013108983123,-77206.30181269419
300,0.02654434854329407,56.3788533229921,8.263855669451634e-5,0.06302503941066431,0.9993285195229639,0.4189164747213339,0.9436107926676199,0.0011336639858111465,-77206.13584339703
289,0.026186518884003702,5.5778851047931575,8.463399098139212e-4,0.06277655463059702,0.9983425063400063,0.4291837081157225,0.9378844862905453,0.011508638459928036,-77206.08646068047
284,0.026120585507186118,1.507375994672662,0.003120539025740521,0.06367696875708538,0.9969699086548109,0.4305966728137241,0.933174305529156,0.04238798357278077,-77206.0492805856
283,0.02603513842205587,0.8313395658231987,0.005796145548702404,0.0634133309572162,0.996939656804996,0.4373732254002741,0.934385152446984,0.07692836607375417,-77205.97483067411
301,0.02649811406918983,1.809912609066191,0.0025973837797636508,0.06352717420638729,0.9989485982216973,0.4185295045972739,0.9419864413312261,0.0354455524806018,-77205.81506135929
310,0.02687438912354645,0.6022499404641551,0.007607877481750963,0.061382707576905435,0.9995440059512094,0.4498301285369294,0.9568814104609329,0.10890043577621483,-77205.69791116976
322,0.026810590744114238,3.260803404506984,0.001410343711190489,0.0608888032593711,0.9999220156889344,0.4597071092958053,0.9667579953493055,0.020160697284860567,-77205.46249705789
337,0.02757379336899206,0.07581913370263538,0.059207639265364105,0.05956411405447269,0.9999999998672425,0.47735964068734754,0.9757502272725491,0.9421603146990147,-77205.24956195698
339,0.0275274895841361,0.07226833512643746,0.061812020381056494,0.060857099110093064,0.9999999750620755,0.47484191511184015,0.9762400617351984,0.9999945322205646,-77205.2198855448
338,0.027557620888519097,0.0719932455266811,0.06333609401107154,0.05952997902516283,0.9999999523767268,0.48091415854979574,0.977343148665687,0.9974021347831572,-77205.19602649822
370,0.028978004216741536,24.389101399157862,1.8752597332920344e-4,0.05474910034306626,0.999387421693609,0.5554850356315948,0.9695530664259933,0.0029503748709201936,-77205.17673923868
358,0.02837485489883359,0.13515388170565912,0.03369264251557201,0.0575553334067593,0.9999980692735232,0.5219222061385658,0.9626060886790841,0.536899522924433,-77205.08741115093
298,0.026889430157629134,3.9111753424959135,0.0011865476111856197,0.06333675950693804,0.9984653955607873,0.4296926688389168,0.9384802145966922,0.016462895960927176,-77205.01310405514
373,0.029260896360578298,59.7791375095892,7.69067019911084e-5,0.05470210365882222,0.9992580004231558,0.5414708914198647,0.9706538816467375,0.0012191928310376888,-77204.77602262603
366,0.02882224277422538,1.883416128681653,0.0024480932439500083,0.05569567990361717,0.999986105866852,0.5346255925107846,0.9627296070739492,0.037891337468772934,-77204.77166189793
325,0.027015007290652333,3.299695480493132,0.00140075929090125,0.06168194089272219,0.9999966553325489,0.465854542489145,0.9711408668996537,0.0200977305262178,-77204.71766274273
329,0.027280209506721508,0.07107012157792382,0.0633356512942446,0.06150741895676252,0.999986247667824,0.4613521572279181,0.970885222486282,0.9999991517960118,-77204.65813426896
327,0.027144486356177295,0.5734839111469927,0.008040785016975497,0.06114051043094073,0.999954420359249,0.46353381484762285,0.9700100790344748,0.1172192108724403,-77204.57398699166
285,0.026087008964114214,1.608553539897505,0.002933909191932645,0.06492110628826767,0.9974963559328595,0.42804126407433407,0.9387300134102545,0.03958191702412375,-77204.43491800333
344,0.027821576123981683,27.891902626892044,1.6429094122383828e-4,0.059585620950534234,0.9999952262213624,0.5019567626167721,0.9734050669068386,0.0024279296994668704,-77204.39357199451
336,0.027498169274122044,0.5719755615234534,0.007823635908741796,0.06112422846301942,0.9999990691976952,0.47162032444640467,0.9765453742691915,0.11847732886701144,-77204.31989027835
328,0.027248350691700177,0.10883928314711272,0.04145539230610313,0.0617012506616557,0.9999999127327839,0.45986199973609343,0.9720333640145282,0.6388073735345929,-77204.31875142865
286,0.026043753358388544,7.279230191209026,6.569090964252686e-4,0.06527219773780013,0.9971146864844855,0.4307432308279059,0.9395124053069732,0.008761052855695258,-77204.23955470782
365,0.028712584911164424,0.13029140211427961,0.03588341839489376,0.055878780992295575,0.9999155217654255,0.5375688683900302,0.9620644249942522,0.5704187761506033,-77204.23285627112
333,0.027456235918363853,0.09607511463301054,0.04623532039559502,0.06149528845850738,0.9999834282251296,0.4773871550505574,0.9782792365363395,0.7288122209791381,-77204.22804667972
330,0.027392594163355793,0.07136002715763172,0.06364843204013124,0.06148600780611418,0.9999997144631945,0.4602571706757655,0.9659491776974591,0.9981769493182745,-77204.16400487756
349,0.02810885574749518,0.6805603911363148,0.0066889772493988735,0.057603749257241516,0.9999916507586182,0.53163947296352565,0.9713733838291035,0.10219969288924764,-77204.14658323475
348,0.027933888129136965,0.07463388570225106,0.061268869697252426,0.05820892220168125,0.9999995924580146,0.5239353018730465,0.9755120212034645,0.9794396387531028,-77204.09731676016
352,0.0279143790637857,0.11227298290080405,0.04022651818617691,0.05937546046265066,0.99999540213479865,0.5364234697435603,0.9733485012513965,0.6468281292265042,-77203.93498686096
297,0.026852088568031778,2.7787345785732054,0.0016883177814689596,0.06448867045356274,0.9988087808083441,0.42928342203389747,0.9324708440513183,0.023201798334248465,-77203.89488776754
340,0.027485705902309494,0.07254615877664632,0.06190292286572654,0.061054054724744004,0.9999570550317853,0.4923054670905937,0.9773460193401531,0.9999978431683556,-77203.8721186702
332,0.02751063058791151,0.3967906486147159,0.011349196002965483,0.061458866915075606,0.9999868799871282,0.4723050801792944,0.9762821341386569,0.17038297883572748,-77203.50997522488
341,0.027605738603634324,0.11717367429751278,0.03909378214653607,0.06009696745667188,0.9998166499110618,0.49226087842947286,0.9752794009820612,0.6050724687775512,-77203.48453552647
331,0.027423846844941795,0.07152324734865852,0.06370411461569955,0.06166292841068151,0.9999999773277294,0.4717380426737321,0.968413796938183,0.9999971276050759,-77203.2906464969
346,0.027918309476496005,0.0729476529233001,0.06285921702398099,0.059729354220821707,0.9999999939260144,0.5116043933012866,0.9725402234496415,0.9998965639011705,-77203.19182466796
356,0.028202208064337115,0.19494451422984724,0.023683499425135403,0.05863214166776467,0.9998140264731809,0.522702236057654,0.9698348693376208,0.36561095941117205,-77203.10718272967
293,0.026476491652755046,1.8387965398826962,0.002583837457501888,0.06485929192617035,0.9981848393836067,0.4387681313481647,0.9413673181809012,0.03544901546595966,-77203.08692518673
351,0.02801632468998698,0.09322903032866078,0.04883316323854611,0.05864524000604361,0.9999833540951076,0.5435474841046651,0.9702072785420968,0.7825084042688047,-77203.0665956259
378,0.02934698203069919,0.90229813022452,0.005015682268661382,0.058084194680894964,0.9972503701029561,0.5321441794193847,0.9700783350338147,0.08114924431588581,-77202.99647390803
335,0.02741949879812721,0.07155825954762134,0.06338224653945022,0.06195965405430168,0.9999938321315006,0.4745371810355723,0.9749431176204676,0.9999999988889948,-77202.89490302299
345,0.027883788506344587,0.5936485180061587,0.007729649070082354,0.06026431707290881,0.9999997877917686,0.5014192009159975,0.9702399494052667,0.1159669485610232,-77202.88036155397
342,0.02772628604936633,3.8090631485902624,0.0011945151330482763,0.060513519212120045,0.9999578373868837,0.5033189937665539,0.9754328968330669,0.017850436287852215,-77202.77065177466
334,0.02741919200017249,0.07141199123377132,0.06337992614707676,0.06205740572530366,0.9999985561562316,0.48272001774996376,0.9764089325723223,0.9977295958512988,-77202.71968391594
292,0.02645480756831892,0.8596458958751905,0.005494467137463654,0.06519341252518779,0.9980674039887981,0.4441486632809407,0.9433194308254506,0.07591653976311584,-77202.59714230246
360,0.02857681485577949,0.5032297918623371,0.00933724148283693,0.05930497043817708,0.9999800294919794,0.5245034843164719,0.9619884375433205,0.14165641795880052,-77202.59375470606
355,0.02821804254732457,3.791952912921721,0.001201534981031297,0.0594081002914101,0.9999999798939297,0.5251255289874704,0.9681800593670987,0.018434734250867987,-77202.54005924602
353,0.028004565062882257,0.1128081882594744,0.040888820016794725,0.05876030566621083,0.9999987848670184,0.5357955867355145,0.9698565485799583,0.6441083737224012,-77202.50034942743
363,0.02861972415911655,0.07782631503718027,0.06051410929989098,0.057888927303036755,0.9999991144724039,0.5309147886500698,0.9629898151771304,0.9815149813747472,-77202.49764631233
384,0.02925005638593894,0.26439891122650216,0.01741079050058426,0.056999116008855905,0.9954455064783793,0.5320657999632776,0.9733032099062138,0.28006975036977483,-77202.49320603692
383,0.029338207716741806,0.2814079856758254,0.01647547931329244,0.05754721095773455,0.9966018462971342,0.525751033430198,0.976619101668854,0.2633959151708692,-77202.48683802637
364,0.028656577726984656,0.08259968538152271,0.05680812835025398,0.05798161745485926,0.9999997253158158,0.5279588829783417,0.9653798357043893,0.9222657697201025,-77202.39197634213
361,0.028505118180048344,0.07541345240868864,0.06076080209812645,0.059026172880454926,0.9999999915728008,0.527508564794868,0.9642206785571485,0.9999996258364341,-77202.38148642398
377,0.02939020196613653,22.483401704363327,2.0535264553771197e-4,0.05713300475826853,0.9981771186622567,0.522224762274615,0.9701529115167754,0.0032548716312200358,-77202.36177003183
382,0.029375104826141515,1.0901706812640053,0.004235854633966246,0.05730063826779906,0.9961153795454606,0.5302959207646817,0.9763881796494339,0.06710510205318011,-77202.358606532
359,0.028474826411517724,0.07506019780521411,0.06180031689280762,0.05886290577775236,0.9999948151048524,0.5267336454467667,0.9651009404818361,0.9999886824244144,-77202.17945587181
362,0.02849288666278962,0.2668737245540376,0.017347106492430025,0.05821712087906989,0.9999694223954612,0.5366593012683866,0.9666332885352202,0.27117146611150644,-77202.16570373098
379,0.0293725766744003,2.209147139453278,0.002053880807419651,0.05870349399457136,0.9968212675178135,0.5368691030085518,0.9717553929378517,0.03306908903249975,-77201.54726108647
381,0.029367420046413652,0.6125555479267588,0.007475231426490154,0.05818656747852539,0.9955552692320906,0.5302227634082015,0.9739944555204454,0.11995566989567805,-77201.31926184126
386,0.02958903562200545,0.45856937052086066,0.009899271377237211,0.058412096831971565,0.9928762477462499,0.5430413835227023,0.9741739460439528,0.16100656624695048,-77201.18292794644
387,0.02951396317145949,1.2859365780699243,0.0035267826593760126,0.05934278378249347,0.9950377941333776,0.5463141180023389,0.9735065598993823,0.057546003115006246,-77201.03805355533
385,0.029566693231380742,0.33210092348478243,0.013858733250461212,0.05851950176550727,0.9940390105864064,0.5387503002702083,0.9750144927079347,0.22240929249656027,-77200.75010798564
380,0.02931357619677795,0.5826068440680214,0.007997198497922962,0.059002782782184966,0.9969053171369576,0.5350768562507942,0.9707966765309548,0.12626258523950143,-77200.61252922473
388,0.029433702349714996,30.993091809728824,1.5100967283109882e-4,0.05956046781522847,0.9953956352125872,0.5507856411951816,0.9755016855343364,0.002369811129320941,-77200.25380809118
393,0.029336975949117824,1.9560600261189272,0.0023924518549343376,0.059659284387489624,0.9976841766691604,0.5563096645405813,0.970689265742582,0.03775483397752182,-77199.09041789059
492,0.030656400901469098,0.09690058835476542,0.04935998548182806,0.06345239040102058,0.9999804381774425,0.5730131995983833,0.9978408254202646,0.8749754603850668,-77197.28127596405
439,0.0300685271440011,0.12208734186755488,0.037795120836033626,0.06190455973046866,0.9999909949618848,0.5695282936560083,0.9947360863375811,0.648967553429407,-77196.83625159103
451,0.03013918582753135,1.1093871843634588,0.004213168327347259,0.06307667004271486,0.9999992125008407,0.5648754026748867,0.9915255438251032,0.0696984185791464,-77196.54459549856
399,0.028968680516344505,43.255658894488825,1.0908465115098053e-4,0.0625627913737488,0.9958532903858547,0.5506868037837537,0.9720448088918999,0.00173485352198692,-77196.25843813867
400,0.029033576733058012,25.514847835708714,1.8458314521558014e-4,0.06242969297798482,0.9971231274357406,0.5593003537270566,0.9701084253688841,0.0029442186813185924,-77196.22672557815
569,0.032993844717227966,0.10861810817283821,0.04025001253457508,0.06173904087867234,0.9996838040979518,0.5580444791259532,0.9993981647171674,0.7996520726520954,-77195.7994759402
437,0.029870530928825727,0.08101797969517441,0.05737682764977409,0.06361570959749119,0.999977548567789,0.5708526341670442,0.993786489087527,0.9999284016605925,-77195.63398240838
422,0.029534998205394455,0.08197477424676444,0.05743744713465017,0.06360799361676543,0.9999371807746658,0.5218768038901179,0.9831880221282886,0.9947306532318535,-77195.2897925155
442,0.03021190737103888,0.5941264759410234,0.00768317551833072,0.0617850113941584,0.9999995220461526,0.5663805876928688,0.9955832379698626,0.13081444763825942,-77195.27597999456
434,0.029978268188713256,0.08035149644729163,0.057468867777524316,0.06517116689602773,0.9998637779136134,0.5624477192513402,0.9932939313330511,0.9999974641828301,-77195.21848779461
405,0.028976303817780342,28.27396514839957,1.6843872514687658e-4,0.06312085694821895,0.9971124756826742,0.5705769943235233,0.9745313898141921,0.0026649143715385014,-77195.20318840655
589,0.03372667236086244,0.192817503277916,0.02380523425757104,0.062347291147273415,0.999930957828487,0.5408633297483336,0.9996585854290981,0.45165764225792826,-77195.08067287513
438,0.029940645539140977,0.08092240818106616,0.05687273542007064,0.06301362661257405,0.9999999935528184,0.5740863962301139,0.9938575672019649,0.9999936850430647,-77194.97428897506
454,0.030038784784931716,1.2898521889740688,0.003649117963436509,0.06351850621443911,0.9999999999986288,0.6012687567386593,0.9910360749004381,0.06042701634778583,-77194.92874002988
420,0.029601223606060417,6.564384176359149,7.236967682739732e-4,0.0655206697480316,0.9999347703969328,0.5064511768422303,0.9803000767682699,0.011730991349886869,-77194.86607641069
624,0.03446818682900215,0.38188988888185144,0.01138366973542258,0.061449148540117106,0.9997650666768858,0.5326839414414184,0.9999653995099026,0.22892006202959053,-77194.8581969347
443,0.030256216359491217,1.5318011868231673,0.0029583180045437297,0.062238875329550726,0.9999999999998451,0.5773649465182443,0.9966055277415253,0.0507714209836913,-77194.69118179743
415,0.029339541531154138,4.937394003621791,9.36311524661791e-4,0.06593699400070072,0.9996473969627202,0.5462452193331866,0.9812542223705885,0.015574760458947208,-77194.67834030114
487,0.03097702794794452,0.0846369466066751,0.054926087667689576,0.06221594711564718,0.9997669594382498,0.5640276728496076,0.9957898398791077,0.9999146222887428,-77194.63990353479
453,0.02998276921949907,0.08216810344747326,0.05571660214663216,0.06223976965045633,0.9999766731737583,0.5904394616393456,0.9919156711259569,0.9999815479081465,-77194.63009710354
574,0.03331989300726652,4.792301016525411,9.137665300433961e-4,0.06166232691375227,0.9999998146063557,0.5441132066709973,0.9999288800839292,0.017488405260463153,-77194.54559679065
577,0.03322216734059257,0.08908841250853299,0.04984633631503118,0.06056822523263718,0.9999849509421909,0.5491176123052035,0.9999992714765977,0.9999999996196834,-77194.40397361333
445,0.030203264005924206,0.1447832124726382,0.031028904801847564,0.06416492807362749,0.999999972606408,0.5799089379687234,0.9929111238560666,0.5498085644182418,-77194.3609360899
421,0.029554275719309978,1.349207938087875,0.003476301885967698,0.06519510911600658,0.9999125386326221,0.5140801468360705,0.9808676574874775,0.05696993576392352,-77194.30064271616
407,0.0288149592815691,6.48941615167132,7.432429549004101e-4,0.06452221149373394,0.996586811030093,0.5731786276910409,0.9742849292040119,0.011680005042197586,-77194.2778493695
489,0.030702279422698493,0.0854045300988406,0.05324814209208126,0.0621814186158552,0.9998820684423662,0.5836192463442997,0.9978425237262832,0.9898243732066602,-77194.26498707829
449,0.030250027785258926,0.7505598262768063,0.006084749302953615,0.06341793013330721,0.9999761687186939,0.5562463608698531,0.989947670942866,0.10333923805692115,-77194.21400769473
444,0.030187358249219812,0.870707496476908,0.005184872980638067,0.06346416237092256,0.9999962820261862,0.5821250305800599,0.9944033599097915,0.08913066738121656,-77194.15827886348
541,0.03293390676216444,0.10026199540040506,0.043349723564667444,0.061188502964401745,0.9999999676087915,0.5934112315809467,0.9999970783051313,0.849578298911599,-77194.15407905914
552,0.0332192778613082,0.2965945430217157,0.015098582897659663,0.059851893570368596,0.9999759343425844,0.574552434579116,0.9999986999741148,0.2835925705859511,-77194.13667532579
450,0.030244097251326867,0.08222699437193356,0.055891132085335055,0.06390285271053149,0.9999982393725818,0.5646880102791751,0.9896868459637836,0.9884237237193358,-77194.10859691721
490,0.030629750658010924,0.08499139501761602,0.055343738941468816,0.06328981393957482,0.9997883502341325,0.5815375690960868,0.9985789370469624,0.999999459869377,-77194.07641363899
540,0.032888089177502675,0.15802152117522558,0.02792343129870066,0.059887442086097094,0.9999174791338363,0.5924624335615587,0.9999731686791902,0.530344359099612,-77194.00912615677
424,0.029423540411255587,0.08120491109266927,0.05751082972723423,0.06521143503908496,0.9999954866388293,0.530078035918509,0.9835705712150248,0.9990574598649614,-77193.96404504697
481,0.03112476602011426,0.09250140045909133,0.04986336622657722,0.06418865184105223,0.9996117680071882,0.541700603312567,0.9962682292104202,0.9047476358596344,-77193.9228821391
435,0.030021880531341392,0.08042000919881576,0.05641654737153692,0.06439424846929408,0.9999675808639008,0.5609338233069373,0.9936342076440693,0.9999995627743862,-77193.92209250238
551,0.033037297800668226,0.0874610142799931,0.05099894718372002,0.05962948479387008,0.9999938935079894,0.583817736900515,0.9999999225255555,0.9995681980230459,-77193.84756102173
428,0.029730096956571937,0.27858043816712785,0.01635991670134835,0.06588994889865044,0.9999595273192915,0.5365936692514374,0.989375858608375,0.2791690534555712,-77193.8284553222
545,0.032646223654670396,0.18123133394644614,0.02475419766728807,0.06026930679988788,0.9999310874115078,0.5932659605358709,0.9999999993671003,0.4628340689397131,-77193.7854718891
538,0.032930611748524935,0.30163218095493005,0.014787154953412388,0.06136356189326497,0.999999907478483,0.5655974924677661,0.9999986546299104,0.27426318290979584,-77193.772603191
452,0.030128410079243446,0.8924465121414366,0.005147292316526627,0.06331099227177658,0.9999924212209517,0.5805580236421086,0.9938552630481672,0.08719508726879134,-77193.74987280622
555,0.03313024487948924,0.09047501878012056,0.04892524563509839,0.06014359863901915,0.9999999985241709,0.601473079376011,0.9999214506619412,0.9734695262993504,-77193.68669182311
514,0.03206428408103476,3.546978546876442,0.001261653838003261,0.05947597140407111,0.9999998451769665,0.6587279574552355,0.9993355358688386,0.022852664831673603,-77193.62987075932
417,0.029447510750487193,0.25115424430069705,0.018747355601133817,0.06588319332708223,0.9998162144254249,0.5293379548119705,0.9784993327783502,0.309675199246668,-77193.62471082983
479,0.030978581164135068,0.08453182182632402,0.05378882605487577,0.0626363832307865,0.9996197927341982,0.5639017454113424,0.9978802798348487,0.9962744745116449,-77193.60380926204
485,0.030960940306270335,0.08544754627519745,0.05452607832827794,0.06319616907741413,0.9997270653868703,0.5540418427689788,0.997021703814834,0.9989895208114209,-77193.54492422822
579,0.03346617257824448,1.2816823908468973,0.003459937351966495,0.061277683017231875,0.9999999852482849,0.549178045987359,0.9999866598571828,0.06654655887748037,-77193.50367692305
488,0.03087302220792035,0.08470374901561094,0.05396785931797843,0.06231209958065459,0.999728544463684,0.579142075175898,0.9975801586807036,0.9970460842991311,-77193.47737299994
476,0.03087935992695971,0.08418911358311923,0.055233841216957444,0.0655107358596196,0.9998394526099997,0.5637900320319893,0.9983562909616815,0.9999989719987411,-77193.42735574127
539,0.03293961975471308,0.1908282467486433,0.02328862452967773,0.06118077799367297,0.9999560967303224,0.5794506000143126,0.9999999972971135,0.4369665224258773,-77193.42422440868
482,0.03110656254838814,0.08408688720647474,0.05435877027442592,0.0635100452160372,0.9990984243327681,0.5431955484262824,0.9951264386633464,0.9999999915345111,-77193.41115981397
484,0.030898039659689933,0.0846885291436005,0.054415794712908125,0.06305218517953219,0.9995910391792588,0.5539222353623943,0.9969357390777622,0.999999404281255,-77193.39685205679
578,0.03335724279571525,0.09353209716116336,0.047725733518867636,0.06103986774537407,0.9999999257894784,0.5482621424398252,0.999997754368233,0.9561563470775106,-77193.35691132961
513,0.03186558782972559,0.08545426376516864,0.05318275845923535,0.06005641954326846,0.9999999999028324,0.6698335475718187,0.999477355852738,0.9999997872091091,-77193.32465109408
427,0.029730005324738025,0.15026561108970443,0.030662018676891008,0.06561793543374937,0.9999876055011586,0.5408431360592579,0.9893694129395751,0.5259530958374319,-77193.31781075326
582,0.033366434594207725,0.10840284496874532,0.04090942716425428,0.061545166083915935,0.999999833621644,0.5567733655329606,0.9999937906653441,0.8158870652666496,-77193.312891356
416,0.029490092171099377,0.22497586951098358,0.020790094279627313,0.06587724840278215,0.999506368580581,0.5400005344643479,0.9792079127151504,0.3490380946740772,-77193.29212906862
615,0.0341896623918656,5.824144046525011,7.564870281318901e-4,0.06193943742801959,0.9999997300503561,0.5085996087244733,0.9999991175058118,0.014766702102892179,-77193.27215274135
419,0.029545235986361253,18.432200413936737,2.570798002114013e-4,0.06693280424409624,0.9999643957735458,0.5108087096226931,0.9792250170508762,0.004181891867379402,-77193.24938727642
510,0.031614549687803833,0.08496130154466261,0.052942153654702465,0.06062957766320817,0.9999827525004094,0.6478217050260077,0.9985216816914055,0.9999975749846572,-77193.2417343834
