iterate,order,row_index,col_index,value,logLik
731,3,1,2,1.3256591100336004e-7,-3837.277396843713
731,3,1,3,5.025049649525673e-7,-3837.277396843713
731,3,2,1,6.220040977000401e-6,-3837.277396843713
731,3,2,2,-2.45603686317434e-4,-3837.277396843713
731,3,2,3,2.3938363734745768e-4,-3837.277396843713
731,3,3,1,6.815643327601974e-4,-3837.277396843713
731,3,3,2,0.017333238410806914,-3837.277396843713
731,3,3,3,-0.01849606874338183,-3837.277396843713
732,3,1,1,-0.05914022696163922,-3837.2278502729278
732,3,1,2,1.7641469672090507e-7,-3837.2278502729278
732,3,1,3,2.80896465684109e-9,-3837.2278502729278
732,3,2,1,0.0046512623829427875,-3837.2278502729278
732,3,2,2,-0.02946788284983474,-3837.2278502729278
732,3,2,3,0.024657149493590182,-3837.2278502729278
732,3,3,1,0.06763326371286293,-3837.2278502729278
732,3,3,2,3.6908077440501953e-4,-3837.2278502729278
732,3,3,3,-0.10083135007098393,-3837.2278502729278
733,3,1,1,-0.058964775340947066,-3837.6109986216743
733,3,1,2,6.386941072010048e-6,-3837.6109986216743
733,3,1,3,2.257273123307058e-5,-3837.6109986216743
733,3,2,1,4.033975834624728e-10,-3837.6109986216743
733,3,2,2,-0.0025120808373913198,-3837.6109986216743
733,3,2,3,3.0441169646590804e-4,-3837.6109986216743
733,3,3,1,0.004604612125813599,-3837.6109986216743
733,3,3,2,1.1468698553586103e-4,-3837.6109986216743
733,3,3,3,-0.004793118649178672,-3837.6109986216743
734,3,1,1,-0.05936450380898028,-3837.4045389699204
734,3,1,2,6.840833264364895e-9,-3837.4045389699204
734,3,1,3,8.443556754748504e-6,-3837.4045389699204
734,3,2,1,0.007688239318241283,-3837.4045389699204
734,3,2,2,-0.0077723420705496675,-3837.4045389699204
734,3,2,3,2.877453910484908e-5,-3837.4045389699204
734,3,3,1,8.143181118556838e-5,-3837.4045389699204
734,3,3,2,0.0011907625060461763,-3837.4045389699204
734,3,3,3,-0.0019157767593094596,-3837.4045389699204
735,3,1,1,-0.06109978834862901,-3838.293179693314
735,3,1,2,7.617456418804297e-8,-3838.293179693314
735,3,1,3,1.333767875298376e-5,-3838.293179693314
735,3,2,1,1.949907937145869e-7,-3838.293179693314
735,3,2,2,-8.675814883781256e-4,-3838.293179693314
735,3,2,3,2.4372949464202746e-4,-3838.293179693314
735,3,3,1,8.626721361885861e-5,-3838.293179693314
735,3,3,2,6.306032313015227e-5,-3838.293179693314
735,3,3,3,-1.5653949291308383e-4,-3838.293179693314
736,3,1,1,-0.058673537953041,-3837.7753887451436
736,3,1,2,3.635764476387855e-5,-3837.7753887451436
736,3,1,3,1.161400558539188e-6,-3837.7753887451436
736,3,2,1,3.6892194753059297e-4,-3837.7753887451436
736,3,2,2,-0.002942720922883761,-3837.7753887451436
736,3,2,3,0.0014580969874907284,-3837.7753887451436
736,3,3,1,1.9908125755561644e-4,-3837.7753887451436
736,3,3,2,3.806157415423947e-5,-3837.7753887451436
736,3,3,3,-3.955966116828683e-4,-3837.7753887451436
737,3,1,1,-0.058835287131956904,-3839.3847375259
737,3,1,2,1.0322629480107485e-6,-3839.3847375259
737,3,1,3,1.3058651576204004e-4,-3839.3847375259
737,3,2,1,0.01498520461169342,-3839.3847375259
737,3,2,2,-0.015122534170522398,-3839.3847375259
737,3,2,3,3.3684073847342004e-5,-3839.3847375259
737,3,3,1,2.2173744422798264e-4,-3839.3847375259
737,3,3,2,2.8938121638309136e-4,-3839.3847375259
737,3,3,3,-5.731312703558622e-4,-3839.3847375259
738,3,1,1,-0.05772103231915582,-3837.2957443584146
738,3,1,2,1.0038974674269005e-7,-3837.2957443584146
738,3,1,3,3.939114735677504e-10,-3837.2957443584146
738,3,2,1,0.002761013514530916,-3837.2957443584146
738,3,2,2,-0.07871343286280014,-3837.2957443584146
738,3,2,3,0.07154231779785973,-3837.2957443584146
738,3,3,1,1.446547960733522e-9,-3837.2957443584146
738,3,3,2,4.664729782124243e-4,-3837.2957443584146
738,3,3,3,-7.199282481339098e-4,-3837.2957443584146
739,3,1,1,-0.0591960459402056,-3837.3056878399607
739,3,1,2,1.7580939034180917e-28,-3837.3056878399607
739,3,1,3,4.1974423250709135e-6,-3837.3056878399607
739,3,2,1,6.108847806637717e-5,-3837.3056878399607
739,3,2,2,-0.024572074793861712,-3837.3056878399607
739,3,2,3,0.023307638601089246,-3837.3056878399607
739,3,3,1,4.450079621467086e-12,-3837.3056878399607
739,3,3,2,0.005252001760924643,-3837.3056878399607
739,3,3,3,-0.005433313642057523,-3837.3056878399607
740,3,1,1,-0.056200855750809166,-3838.073180926732
740,3,1,2,1.2783616801952381e-5,-3838.073180926732
740,3,1,3,1.0768454696562478e-6,-3838.073180926732
740,3,2,1,1.5038263441037403e-5,-3838.073180926732
740,3,2,2,-0.043582667537160336,-3838.073180926732
740,3,2,3,1.1093009798759496e-4,-3838.073180926732
740,3,3,1,0.0135969883400083,-3838.073180926732
740,3,3,2,6.747486789842348e-7,-3838.073180926732
740,3,3,3,-0.013597920154617199,-3838.073180926732
741,3,1,1,-0.05534258836344944,-3838.78913151992
741,3,1,2,1.1370905258013376e-7,-3838.78913151992
741,3,1,3,5.093960575506079e-7,-3838.78913151992
741,3,2,1,6.947604792137835e-4,-3838.78913151992
741,3,2,2,-0.006291446517134034,-3838.78913151992
741,3,2,3,0.005596442513340888,-3838.78913151992
741,3,3,1,0.0021602107044376337,-3838.78913151992
741,3,3,2,1.0518620442801722e-4,-3838.78913151992
741,3,3,3,-0.0023317384623211613,-3838.78913151992
742,3,1,1,-0.06157423105798249,-3838.446641072792
742,3,1,2,6.658840339268165e-7,-3838.446641072792
742,3,1,3,9.422280543464786e-15,-3838.446641072792
742,3,2,1,0.0018553379186428247,-3838.446641072792
742,3,2,2,-0.011232027028165002,-3838.446641072792
742,3,2,3,0.009359210279502048,-3838.446641072792
742,3,3,1,5.905659875013493e-5,-3838.446641072792
742,3,3,2,5.13647664042643e-5,-3838.446641072792
742,3,3,3,-0.004318457266618786,-3838.446641072792
743,3,1,1,-0.05815482955182618,-3837.251912784487
743,3,1,2,3.4012200717050614e-15,-3837.251912784487
743,3,1,3,2.435732708350265e-6,-3837.251912784487
743,3,2,1,0.0018509946237782484,-3837.251912784487
743,3,2,2,-0.061172967828457485,-3837.251912784487
743,3,2,3,0.04197173684365648,-3837.251912784487
743,3,3,1,6.907695882100468e-9,-3837.251912784487
743,3,3,2,5.313187975142886e-4,-3837.251912784487
743,3,3,3,-7.052769743988991e-4,-3837.251912784487
744,3,1,1,-0.05659696186290773,-3837.7895634964752
744,3,1,2,3.271069515290945e-8,-3837.7895634964752
744,3,1,3,1.3465555946635046e-6,-3837.7895634964752
744,3,2,1,1.9513672116889703e-4,-3837.7895634964752
744,3,2,2,-0.030809050931905307,-3837.7895634964752
744,3,2,3,0.023896263076669675,-3837.7895634964752
744,3,3,1,0.014849155145856795,-3837.7895634964752
744,3,3,2,5.128704666502944e-4,-3837.7895634964752
744,3,3,3,-0.01571190777390848,-3837.7895634964752
745,3,1,1,-0.058016006027080805,-3837.3372559519435
745,3,1,2,6.1796372606729306e-6,-3837.3372559519435
745,3,1,3,5.172712085823694e-9,-3837.3372559519435
745,3,2,1,4.3749186820439026e-5,-3837.3372559519435
745,3,2,2,-0.0015491955504252945,-3837.3372559519435
745,3,2,3,0.0014885592425833978,-3837.3372559519435
745,3,3,1,2.4751260731518563e-4,-3837.3372559519435
745,3,3,2,4.190080749628496e-10,-3837.3372559519435
745,3,3,3,-0.0015111912265950611,-3837.3372559519435
746,3,1,1,-0.057783532849083594,-3837.2787000917647
746,3,1,2,1.280888009432287e-10,-3837.2787000917647
746,3,1,3,2.0395099049775172e-9,-3837.2787000917647
746,3,2,1,6.456252453678915e-6,-3837.2787000917647
746,3,2,2,-2.8760227769697655e-4,-3837.2787000917647
746,3,2,3,2.3272975179970757e-4,-3837.2787000917647
746,3,3,1,0.044812016463298965,-3837.2787000917647
746,3,3,2,6.311134148862962e-6,-3837.2787000917647
746,3,3,3,-0.044834951603255825,-3837.2787000917647
747,3,1,1,-0.06281399666547254,-3839.9346238868666
747,3,1,2,1.7355334656080102e-5,-3839.9346238868666
747,3,1,3,2.5087614463572492e-8,-3839.9346238868666
747,3,2,1,4.443858712959752e-9,-3839.9346238868666
747,3,2,2,-0.02022148972183883,-3839.9346238868666
747,3,2,3,0.020192582585551004,-3839.9346238868666
747,3,3,1,7.781461220315532e-4,-3839.9346238868666
747,3,3,2,0.01011782639079435,-3839.9346238868666
747,3,3,3,-0.010959947408223786,-3839.9346238868666
748,3,1,1,-0.057915915070917784,-3837.25651880137
748,3,1,2,2.3423605833080467e-8,-3837.25651880137
748,3,1,3,4.515109389056311e-7,-3837.25651880137
748,3,2,1,0.020761078407259232,-3837.25651880137
748,3,2,2,-0.026415582029939103,-3837.25651880137
748,3,2,3,0.0036579014517401772,-3837.25651880137
748,3,3,1,0.003768197132072544,-3837.25651880137
748,3,3,2,8.329734568367335e-9,-3837.25651880137
748,3,3,3,-0.00404207190609754,-3837.25651880137
749,3,1,1,-0.060377517108920094,-3837.6596957439515
749,3,1,2,1.4109792290424722e-6,-3837.6596957439515
749,3,1,3,1.49349257790154e-17,-3837.6596957439515
749,3,2,1,2.083603138347038e-5,-3837.6596957439515
749,3,2,2,-0.006910501880341496,-3837.6596957439515
749,3,2,3,0.0054178105043605415,-3837.6596957439515
749,3,3,1,0.005351199747074372,-3837.6596957439515
749,3,3,2,5.5790603265414856e-5,-3837.6596957439515
749,3,3,3,-0.0054554426405913035,-3837.6596957439515
750,3,1,1,-0.058886917362797664,-3837.336877247419
750,3,1,2,3.1631675722835525e-6,-3837.336877247419
750,3,1,3,5.428990181517979e-6,-3837.336877247419
750,3,2,1,1.6111509131705497e-6,-3837.336877247419
750,3,2,2,-0.058519525350887135,-3837.336877247419
750,3,2,3,0.058513518903356834,-3837.336877247419
750,3,3,1,8.595849104333755e-4,-3837.336877247419
750,3,3,2,2.120748224063477e-4,-3837.336877247419
750,3,3,3,-0.0010718120582394002,-3837.336877247419
751,3,1,1,-0.0588754306073487,-3837.200511574264
751,3,1,2,1.5097731230093676e-7,-3837.200511574264
751,3,1,3,4.5549878229340655e-7,-3837.200511574264
751,3,2,1,4.572855490634706e-5,-3837.200511574264
751,3,2,2,-9.16595656501193e-5,-3837.200511574264
751,3,2,3,4.5125836244131795e-5,-3837.200511574264
751,3,3,1,0.04131668691151938,-3837.200511574264
751,3,3,2,0.016690021468639918,-3837.200511574264
751,3,3,3,-0.05800835390061995,-3837.200511574264
752,3,1,1,-0.05944688922047361,-3838.6199033490307
752,3,1,2,1.0497288022074625e-5,-3838.6199033490307
752,3,1,3,7.022939579632014e-5,-3838.6199033490307
752,3,2,1,2.1082712905836851e-7,-3838.6199033490307
752,3,2,2,-0.008587062852626668,-3838.6199033490307
752,3,2,3,0.008447127657409481,-3838.6199033490307
752,3,3,1,1.166536240248797e-5,-3838.6199033490307
752,3,3,2,1.8761983658109795e-5,-3838.6199033490307
752,3,3,3,-3.7439693282559827e-4,-3838.6199033490307
753,3,1,1,-0.057724494733402,-3837.328675641568
753,3,1,2,2.268975734728318e-6,-3837.328675641568
753,3,1,3,4.997022351841302e-14,-3837.328675641568
753,3,2,1,0.002553093283478365,-3837.328675641568
753,3,2,2,-0.002569342625296978,-3837.328675641568
753,3,2,3,1.3552105273517998e-5,-3837.328675641568
753,3,3,1,0.0056231919131103855,-3837.328675641568
753,3,3,2,0.0019756575507069293,-3837.328675641568
753,3,3,3,-0.007710362833987115,-3837.328675641568
754,3,1,1,-0.05895372787567442,-3837.4261277804594
754,3,1,2,8.02911120807161e-6,-3837.4261277804594
754,3,1,3,3.501154549795799e-5,-3837.4261277804594
754,3,2,1,2.7998628639184535e-10,-3837.4261277804594
754,3,2,2,-2.699544837649028e-8,-3837.4261277804594
754,3,2,3,2.6715172043505306e-8,-3837.4261277804594
754,3,3,1,0.03112366315126248,-3837.4261277804594
754,3,3,2,3.3855334940663875e-5,-3837.4261277804594
754,3,3,3,-0.04894568306100698,-3837.4261277804594
755,3,1,1,-0.057540874436482134,-3837.913863277028
755,3,1,2,6.507761268454942e-9,-3837.913863277028
755,3,1,3,5.493346436308124e-5,-3837.913863277028
755,3,2,1,5.655857411498538e-5,-3837.913863277028
755,3,2,2,-0.007205783794331342,-3837.913863277028
755,3,2,3,5.160021868006078e-7,-3837.913863277028
755,3,3,1,0.012203318819912497,-3837.913863277028
755,3,3,2,5.129868255203888e-7,-3837.913863277028
755,3,3,3,-0.01339390766342318,-3837.913863277028
756,3,1,1,-0.05913274933291198,-3837.247553702844
756,3,1,2,2.86330982360591e-8,-3837.247553702844
756,3,1,3,2.137526962567208e-5,-3837.247553702844
756,3,2,1,1.8331421595132026e-4,-3837.247553702844
756,3,2,2,-0.0010857384671999683,-3837.247553702844
756,3,2,3,9.024044874926998e-4,-3837.247553702844
756,3,3,1,6.88879634140683e-4,-3837.247553702844
756,3,3,2,7.238499761914594e-6,-3837.247553702844
756,3,3,3,-0.043363116235403135,-3837.247553702844
757,3,1,1,-0.05792645901064334,-3837.361128311745
757,3,1,2,7.740342055433986e-6,-3837.361128311745
757,3,1,3,6.934534906022799e-6,-3837.361128311745
757,3,2,1,8.684545666127333e-5,-3837.361128311745
757,3,2,2,-0.006401344102397276,-3837.361128311745
757,3,2,3,1.684606828671302e-10,-3837.361128311745
757,3,3,1,0.00450893086430743,-3837.361128311745
757,3,3,2,4.2926871140455245e-15,-3837.361128311745
757,3,3,3,-0.03302253420632125,-3837.361128311745
758,3,1,1,-0.05935326616139955,-3837.282301339009
758,3,1,2,5.291625408062508e-8,-3837.282301339009
758,3,1,3,2.706362805601895e-6,-3837.282301339009
758,3,2,1,0.004508187393915673,-3837.282301339009
758,3,2,2,-0.0111996967814927,-3837.282301339009
758,3,2,3,3.360593042182641e-10,-3837.282301339009
758,3,3,1,0.034839017655524156,-3837.282301339009
758,3,3,2,0.008694364851352745,-3837.282301339009
758,3,3,3,-0.04353338250687723,-3837.282301339009
759,3,1,1,-0.05869493480939339,-3837.721829150995
759,3,1,2,9.642360959512756e-6,-3837.721829150995
759,3,1,3,3.836369969026631e-5,-3837.721829150995
759,3,2,1,7.522161014109838e-6,-3837.721829150995
759,3,2,2,-0.02350572860210061,-3837.721829150995
759,3,2,3,0.023442332799771447,-3837.721829150995
759,3,3,1,1.4315912183292228e-9,-3837.721829150995
759,3,3,2,6.949830044630707e-6,-3837.721829150995
759,3,3,3,-0.008071647861753387,-3837.721829150995
760,3,1,1,-0.05939778259905805,-3837.3229184798333
760,3,1,2,4.260732271317161e-7,-3837.3229184798333
760,3,1,3,7.6006986233011775e-6,-3837.3229184798333
760,3,2,1,2.8599499785789653e-5,-3837.3229184798333
760,3,2,2,-0.013130928193679758,-3837.3229184798333
760,3,2,3,0.012781309602302483,-3837.3229184798333
760,3,3,1,3.2365743209722387e-9,-3837.3229184798333
760,3,3,2,3.0036647791131625e-7,-3837.3229184798333
760,3,3,3,-0.018932821866039444,-3837.3229184798333
761,3,1,1,-0.05909478556996903,-3837.3305140642537
761,3,1,2,6.600082644988982e-8,-3837.3305140642537
761,3,1,3,1.1719433635316956e-5,-3837.3305140642537
761,3,2,1,0.0034737663543969164,-3837.3305140642537
761,3,2,2,-0.004266525786184971,-3837.3305140642537
761,3,2,3,1.0709493830293499e-4,-3837.3305140642537
761,3,3,1,0.0145604068159554,-3837.3305140642537
761,3,3,2,4.5839187140258046e-4,-3837.3305140642537
761,3,3,3,-0.01523059162669454,-3837.3305140642537
762,3,1,1,-0.059653613309358755,-3837.351121718774
762,3,1,2,5.688559201518534e-15,-3837.351121718774
762,3,1,3,3.96978498326102e-7,-3837.351121718774
762,3,2,1,2.906007768758111e-10,-3837.351121718774
762,3,2,2,-0.016690299255527712,-3837.351121718774
762,3,2,3,0.016690298940208226,-3837.351121718774
762,3,3,1,0.0017017095919932648,-3837.351121718774
762,3,3,2,9.955637064759316e-6,-3837.351121718774
762,3,3,3,-0.0035581271488464346,-3837.351121718774
763,3,1,1,-0.058587473618416944,-3837.211423003741
763,3,1,2,2.114798183480513e-6,-3837.211423003741
763,3,1,3,2.80793805767817e-7,-3837.211423003741
763,3,2,1,7.952538339195154e-9,-3837.211423003741
763,3,2,2,-0.0066114755887326385,-3837.211423003741
763,3,2,3,8.65825008116763e-6,-3837.211423003741
763,3,3,1,1.2138794873217392e-5,-3837.211423003741
763,3,3,2,1.2957940270438202e-4,-3837.211423003741
763,3,3,3,-0.0027107111371531853,-3837.211423003741
764,3,1,1,-0.05739211593202328,-3837.4382335977393
764,3,1,2,6.738079535928302e-10,-3837.4382335977393
764,3,1,3,2.5080734321543975e-6,-3837.4382335977393
764,3,2,1,3.830521337107328e-4,-3837.4382335977393
764,3,2,2,-3.9495792782535494e-4,-3837.4382335977393
764,3,2,3,1.190575593328453e-5,-3837.4382335977393
764,3,3,1,2.8524940948645343e-4,-3837.4382335977393
764,3,3,2,1.2484154396791872e-7,-3837.4382335977393
764,3,3,3,-2.853967820035093e-4,-3837.4382335977393
765,3,1,1,-0.06073415080844237,-3837.83888917058
765,3,1,2,1.4857194424072562e-7,-3837.83888917058
765,3,1,3,1.0756615938667098e-6,-3837.83888917058
765,3,2,1,6.818389540325616e-7,-3837.83888917058
765,3,2,2,-0.05915397660828609,-3837.83888917058
765,3,2,3,0.05758022503322045,-3837.83888917058
765,3,3,1,0.06368943870324612,-3837.83888917058
765,3,3,2,1.9410305585807933e-4,-3837.83888917058
765,3,3,3,-0.06630374484899824,-3837.83888917058
766,3,1,1,-0.057912979000159424,-3837.3797690274037
766,3,1,2,2.603612185006382e-7,-3837.3797690274037
766,3,1,3,8.015005212747975e-6,-3837.3797690274037
766,3,2,1,3.055455727799582e-4,-3837.3797690274037
766,3,2,2,-0.002605653772320687,-3837.3797690274037
766,3,2,3,4.144435669251417e-4,-3837.3797690274037
766,3,3,1,1.1827951501268324e-4,-3837.3797690274037
766,3,3,2,0.020841815625529923,-3837.3797690274037
766,3,3,3,-0.02222883263400922,-3837.3797690274037
767,3,1,1,-0.05748592333989584,-3837.6030405829997
767,3,1,2,1.654677646708059e-5,-3837.6030405829997
767,3,1,3,2.467397403810654e-10,-3837.6030405829997
767,3,2,1,0.004242547310104718,-3837.6030405829997
767,3,2,2,-0.004453963814026805,-3837.6030405829997
767,3,2,3,4.702775762241171e-9,-3837.6030405829997
767,3,3,1,5.279938487395825e-6,-3837.6030405829997
767,3,3,2,0.01801197838778389,-3837.6030405829997
767,3,3,3,-0.018020173411494898,-3837.6030405829997
768,3,1,1,-0.06191358254546408,-3838.7330532638857
768,3,1,2,7.240306046144569e-11,-3838.7330532638857
768,3,1,3,3.215718975906321e-10,-3838.7330532638857
768,3,2,1,0.004874468595954437,-3838.7330532638857
768,3,2,2,-0.00556063459665174,-3838.7330532638857
768,3,2,3,5.514220922105357e-4,-3838.7330532638857
768,3,3,1,0.03565983554167102,-3838.7330532638857
768,3,3,2,1.6740355027696861e-6,-3838.7330532638857
768,3,3,3,-0.03571448656491513,-3838.7330532638857
769,3,1,1,-0.05792040919628456,-3837.267487702463
769,3,1,2,1.573321143959906e-6,-3837.267487702463
769,3,1,3,4.046421497644267e-8,-3837.267487702463
769,3,2,1,4.0109533294149595e-6,-3837.267487702463
769,3,2,2,-0.007330520852855466,-3837.267487702463
769,3,2,3,3.275780522825392e-4,-3837.267487702463
769,3,3,1,0.0014821328808044187,-3837.267487702463
769,3,3,2,0.018785652138823605,-3837.267487702463
769,3,3,3,-0.023250063040779183,-3837.267487702463
770,3,1,1,-0.05676511535308012,-3838.08485703971
770,3,1,2,3.425089213291576e-5,-3838.08485703971
770,3,1,3,1.432906983774698e-5,-3838.08485703971
770,3,2,1,9.244639256630258e-8,-3838.08485703971
770,3,2,2,-0.011948270878867542,-3838.08485703971
770,3,2,3,3.9050404510793995e-5,-3838.08485703971
770,3,3,1,0.032294864633605244,-3838.08485703971
770,3,3,2,0.006964316086847865,-3838.08485703971
770,3,3,3,-0.040815258585483585,-3838.08485703971
771,3,1,1,-0.05713943920369323,-3837.595922272414
771,3,1,2,2.355058076735819e-5,-3837.595922272414
771,3,1,3,4.817005172219953e-10,-3837.595922272414
771,3,2,1,0.03152293474679725,-3837.595922272414
771,3,2,2,-0.04373760390744866,-3837.595922272414
771,3,2,3,0.0021276900012985223,-3837.595922272414
771,3,3,1,2.184106682257293e-9,-3837.595922272414
771,3,3,2,0.0010463850407096435,-3837.595922272414
771,3,3,3,-0.0308238434890203,-3837.595922272414
772,3,1,1,-0.060169152588136536,-3837.585715847692
772,3,1,2,2.930757716188353e-8,-3837.585715847692
772,3,1,3,3.486042265488026e-6,-3837.585715847692
772,3,2,1,0.009695033747227683,-3837.585715847692
772,3,2,2,-0.010289674460509447,-3837.585715847692
772,3,2,3,5.714298767424516e-4,-3837.585715847692
772,3,3,1,0.004972799807960054,-3837.585715847692
772,3,3,2,0.0016302259287931814,-3837.585715847692
772,3,3,3,-0.006610040260113587,-3837.585715847692
773,3,1,1,-0.0572868846800414,-3837.45435481562
773,3,1,2,2.5001781881026336e-6,-3837.45435481562
773,3,1,3,1.0066249574616597e-12,-3837.45435481562
773,3,2,1,0.036158411112224655,-3837.45435481562
773,3,2,2,-0.06114550383066863,-3837.45435481562
773,3,2,3,0.024896661468647958,-3837.45435481562
773,3,3,1,0.0013036407134800693,-3837.45435481562
773,3,3,2,1.7955679304893824e-7,-3837.45435481562
773,3,3,3,-0.004959328321672455,-3837.45435481562
774,3,1,1,-0.05865396204798691,-3837.1836524553232
774,3,1,2,6.826816350151517e-10,-3837.1836524553232
774,3,1,3,7.782706872500445e-9,-3837.1836524553232
774,3,2,1,0.001019240840697218,-3837.1836524553232
774,3,2,2,-0.00875909236819123,-3837.1836524553232
774,3,2,3,6.119107657063064e-4,-3837.1836524553232
774,3,3,1,0.006183876698492678,-3837.1836524553232
774,3,3,2,0.018269496946284658,-3837.1836524553232
774,3,3,3,-0.02445549565803077,-3837.1836524553232
775,3,1,1,-0.059403379244752946,-3838.119557136486
775,3,1,2,2.7539087620250934e-5,-3838.119557136486
775,3,1,3,2.2586245742653315e-5,-3838.119557136486
775,3,2,1,2.1521515217510946e-7,-3838.119557136486
775,3,2,2,-0.01835715366904044,-3838.119557136486
775,3,2,3,0.01833551547726811,-3838.119557136486
775,3,3,1,1.784598772972579e-7,-3838.119557136486
775,3,3,2,0.015683293497348413,-3838.119557136486
775,3,3,3,-0.015773613793653028,-3838.119557136486
776,3,1,1,-0.05560590550095701,-3838.526973033429
776,3,1,2,3.5849036376868277e-10,-3838.526973033429
776,3,1,3,4.278208251152183e-8,-3838.526973033429
776,3,2,1,0.012954223613059423,-3838.526973033429
776,3,2,2,-0.01410543487634373,-3838.526973033429
776,3,2,3,1.5744314295296393e-5,-3838.526973033429
776,3,3,1,1.0922559608338855e-11,-3838.526973033429
776,3,3,2,5.086530140121776e-4,-3838.526973033429
776,3,3,3,-5.091662216668755e-4,-3838.526973033429
777,3,1,1,-0.059300380791492247,-3837.616388040307
777,3,1,2,1.9847874045758047e-5,-3837.616388040307
777,3,1,3,2.105381411519169e-6,-3837.616388040307
777,3,2,1,1.4826525316022791e-5,-3837.616388040307
777,3,2,2,-0.0033541387903305215,-3837.616388040307
777,3,2,3,0.003183913261095698,-3837.616388040307
777,3,3,1,0.003264950351442513,-3837.616388040307
777,3,3,2,0.014912043908355991,-3837.616388040307
777,3,3,3,-0.01817740101474202,-3837.616388040307
778,3,1,1,-0.057228265659324,-3837.4978657033193
778,3,1,2,2.025489410048351e-7,-3837.4978657033193
778,3,1,3,8.436939828373898e-6,-3837.4978657033193
778,3,2,1,1.590627139771034e-5,-3837.4978657033193
778,3,2,2,-0.028262831510734786,-3837.4978657033193
778,3,2,3,0.028246396391687474,-3837.4978657033193
778,3,3,1,0.010274771814305115,-3837.4978657033193
778,3,3,2,5.796219346822395e-4,-3837.4978657033193
778,3,3,3,-0.030737531936342943,-3837.4978657033193
779,3,1,1,-0.062490258399701154,-3839.3374579699216
779,3,1,2,3.3096751889518203e-6,-3839.3374579699216
779,3,1,3,7.90302008698035e-7,-3839.3374579699216
779,3,2,1,0.02173574399715446,-3839.3374579699216
779,3,2,2,-0.04155132827104038,-3839.3374579699216
779,3,2,3,0.014378546604044987,-3839.3374579699216
779,3,3,1,0.0016205199319022064,-3839.3374579699216
779,3,3,2,0.001206784712191,-3839.3374579699216
779,3,3,3,-0.002827459028647388,-3839.3374579699216
780,3,1,1,-0.05944156355191902,-3837.9892542707644
780,3,1,2,4.5298906743381794e-5,-3837.9892542707644
780,3,1,3,1.9956236372501993e-15,-3837.9892542707644
780,3,2,1,0.0025454713129068546,-3837.9892542707644
780,3,2,2,-0.049379114927828115,-3837.9892542707644
780,3,2,3,0.046830913597935654,-3837.9892542707644
780,3,3,1,0.0014124936196252937,-3837.9892542707644
780,3,3,2,3.544926192048488e-4,-3837.9892542707644
780,3,3,3,-0.0017795423774855472,-3837.9892542707644
781,3,1,1,-0.056800370168384795,-3837.7864477091084
781,3,1,2,7.813255632720515e-6,-3837.7864477091084
781,3,1,3,3.375157961843321e-11,-3837.7864477091084
781,3,2,1,4.499759739712571e-15,-3837.7864477091084
781,3,2,2,-0.004166528644343869,-3837.7864477091084
781,3,2,3,0.0029155408959545006,-3837.7864477091084
781,3,3,1,0.004319032771700913,-3837.7864477091084
781,3,3,2,5.692693012294708e-4,-3837.7864477091084
781,3,3,3,-0.005409198017102792,-3837.7864477091084
782,3,1,1,-0.05873254192062291,-3837.2614929233655
782,3,1,2,3.0208537358953227e-10,-3837.2614929233655
782,3,1,3,8.459925111978984e-6,-3837.2614929233655
782,3,2,1,0.008904924936899442,-3837.2614929233655
782,3,2,2,-0.025044934001619612,-3837.2614929233655
782,3,2,3,5.6924765098203135e-5,-3837.2614929233655
782,3,3,1,0.001350926086466588,-3837.2614929233655
782,3,3,2,0.03702694694391419,-3837.2614929233655
782,3,3,3,-0.03837811832352748,-3837.2614929233655
783,3,1,1,-0.06005297109288969,-3837.6284385811996
783,3,1,2,1.975101431318033e-6,-3837.6284385811996
783,3,1,3,9.215524283045349e-6,-3837.6284385811996
783,3,2,1,2.204335421957633e-17,-3837.6284385811996
783,3,2,2,-0.005852688367754944,-3837.6284385811996
783,3,2,3,0.0036492611012876658,-3837.6284385811996
783,3,3,1,0.00848476499630345,-3837.6284385811996
783,3,3,2,0.01054463109975301,-3837.6284385811996
783,3,3,3,-0.01907419002175624,-3837.6284385811996
784,3,1,1,-0.05929299414020513,-3837.260971638028
784,3,1,2,7.132244872502431e-7,-3837.260971638028
784,3,1,3,8.870296171843943e-9,-3837.260971638028
784,3,2,1,0.01357125502862098,-3837.260971638028
784,3,2,2,-0.014573036896671273,-3837.260971638028
784,3,2,3,1.8611519494203508e-4,-3837.260971638028
784,3,3,1,0.011908953256135313,-3837.260971638028
784,3,3,2,0.005610270718724209,-3837.260971638028
784,3,3,3,-0.017556220885027552,-3837.260971638028
785,3,1,1,-0.05545067836059394,-3840.7564833300826
785,3,1,2,6.744377511665388e-6,-3840.7564833300826
785,3,1,3,1.104348652294266e-4,-3840.7564833300826
785,3,2,1,9.238604387509322e-4,-3840.7564833300826
785,3,2,2,-0.010351186020228793,-3840.7564833300826
785,3,2,3,0.009414976564161652,-3840.7564833300826
785,3,3,1,5.5236914748976174e-14,-3840.7564833300826
785,3,3,2,0.0010024390303329125,-3840.7564833300826
785,3,3,3,-0.0012485051894178542,-3840.7564833300826
786,3,1,1,-0.061362459798994594,-3839.5720649670684
786,3,1,2,5.482663756591676e-8,-3839.5720649670684
786,3,1,3,1.0886966827406933e-4,-3839.5720649670684
