iterate,order,row_index,col_index,value,logLik
202,1,1,1,-0.0593149104270329,-3837.258776947797
203,1,1,1,-0.058547842348792886,-3837.1832293195366
204,1,1,1,-0.057308472785227195,-3837.425901502636
205,1,1,1,-0.057855967619355075,-3837.2622088079743
206,1,1,1,-0.05961306150110841,-3837.3335177108343
207,1,1,1,-0.055096083842866975,-3839.035532805465
208,1,1,1,-0.057826414185413975,-3837.268743073691
209,1,1,1,-0.06017144307177162,-3837.5405914453268
210,1,1,1,-0.060655191743241424,-3837.7896675751754
211,1,1,1,-0.05697461711912762,-3837.5704055815336
212,1,1,1,-0.058811560758535206,-3837.190065124266
213,1,1,1,-0.0611638134811869,-3838.120130708404
214,1,1,1,-0.057102657576731705,-3837.510948032333
215,1,1,1,-0.05801058657174493,-3837.2322700746045
216,1,1,1,-0.06042321172258727,-3837.662223546359
217,1,1,1,-0.06074917825407528,-3837.845471389092
218,1,1,1,-0.05867981305102463,-3837.1841253796156
219,1,1,1,-0.05707015484517459,-3837.5255641207714
220,1,1,1,-0.05859438645005962,-3837.1829665527007
221,1,1,1,-0.060608074023519025,-3837.7625948665886
222,1,1,1,-0.057730290977540344,-3837.291803651359
223,1,1,1,-0.05306206743680357,-3841.9360463831763
224,1,1,1,-0.059998526571767456,-3837.467186140404
225,1,1,1,-0.056133045506267326,-3838.0879524432357
226,1,1,1,-0.05762394618156657,-3837.3205470829585
227,1,1,1,-0.05897897478836191,-3837.2048500204637
228,1,1,1,-0.060018535371383304,-3837.4752560938746
229,1,1,1,-0.05958569028905472,-3837.325609670059
230,1,1,1,-0.061313353117309274,-3838.230496221366
231,1,1,1,-0.058314389644733046,-3837.194102193387
232,1,1,1,-0.05968445643757961,-3837.3551366345723
233,1,1,1,-0.0591187431931771,-3837.223366749472
234,1,1,1,-0.05655328780665729,-3837.8018322298412
235,1,1,1,-0.05759310538348442,-3837.329519426759
236,1,1,1,-0.060753649100147675,-3837.8481856189455
237,1,1,1,-0.0597180222506903,-3837.365795330514
238,1,1,1,-0.05614204985510712,-3838.081237253509
239,1,1,1,-0.05489917036957093,-3839.255092195231
240,1,1,1,-0.05981673823077654,-3837.398971708325
241,1,1,1,-0.05998236172519872,-3837.460747745531
242,1,1,1,-0.05712190566778934,-3837.502445163713
243,1,1,1,-0.055982233088310504,-3838.2042552055545
244,1,1,1,-0.05939592075074065,-3837.276595387802
245,1,1,1,-0.05791411580471653,-3837.2501137493505
246,1,1,1,-0.058397522846684424,-3837.1883995393773
247,1,1,1,-0.058535914961317714,-3837.183398343415
248,1,1,1,-0.060104286142246825,-3837.5110989960854
249,1,1,1,-0.060374995453510216,-3837.637581191262
250,1,1,1,-0.05919107426131722,-3837.235145697186
251,1,1,1,-0.05861689587652256,-3837.1830659011407
252,1,1,1,-0.06301504970543804,-3839.8984723678896
253,1,1,1,-0.05677235238234601,-3837.6746299485867
254,1,1,1,-0.05844949524791012,-3837.1858642792477
255,1,1,1,-0.05821126695744053,-3837.204000824559
256,1,1,1,-0.062302239288993526,-3839.1087099985057
257,1,1,1,-0.057104112353316125,-3837.5103014146243
258,1,1,1,-0.05848023464202464,-3837.184736984295
259,1,1,1,-0.05873426936653486,-3837.185970607521
260,1,1,1,-0.05860168930271736,-3837.1829826176436
261,1,1,1,-0.05913184797212341,-3837.2253899033867
262,1,1,1,-0.058738676039910245,-3837.1861575429148
263,1,1,1,-0.05835932874316745,-3837.190767522742
264,1,1,1,-0.058293266511316985,-3837.195874740842
265,1,1,1,-0.05871502652778265,-3837.185220278233
266,1,1,1,-0.06043403845123411,-3837.66784444778
267,1,1,1,-0.06016030191729432,-3837.5356124676687
268,1,1,1,-0.05402545350122615,-3840.385766833172
269,1,1,1,-0.0577332836251461,-3837.2910439307852
270,1,1,1,-0.05713386326717013,-3837.497220063668
271,1,1,1,-0.06087097747035546,-3837.921348587887
272,1,1,1,-0.05768572344531143,-3837.3034358209634
273,1,1,1,-0.0578261488863474,-3837.2688029138153
274,1,1,1,-0.05668316070511337,-3837.7246165989786
275,1,1,1,-0.06074979004530287,-3837.845842484848
276,1,1,1,-0.0592709127481177,-3837.249880860093
277,1,1,1,-0.05899279030859931,-3837.2064306334164
278,1,1,1,-0.05942886174279877,-3837.2843731370026
279,1,1,1,-0.060032131254815116,-3837.480803010212
280,1,1,1,-0.060068070615326936,-3837.495712662939
281,1,1,1,-0.05954140365302928,-3837.3132614529536
282,1,1,1,-0.05953951571796444,-3837.3127473386194
283,1,1,1,-0.059227605231970314,-3837.241662449089
284,1,1,1,-0.05693971029943564,-3837.5874902672954
285,1,1,1,-0.057105347389567095,-3837.50975297627
286,1,1,1,-0.058088113220390404,-3837.2199350674387
287,1,1,1,-0.058618950543702836,-3837.1830823159808
288,1,1,1,-0.055989976704968095,-3838.1981071056853
289,1,1,1,-0.058624124721320066,-3837.183129095122
290,1,1,1,-0.057228101186233254,-3837.4575724492042
291,1,1,1,-0.05939269646939091,-3837.2758506186956
292,1,1,1,-0.05724804288446129,-3837.44953053147
293,1,1,1,-0.05989622723176409,-3837.42766620816
294,1,1,1,-0.05506166445394626,-3839.0729867573823
295,1,1,1,-0.061207484293114525,-3838.1517446715516
296,1,1,1,-0.05842021436045182,-3837.1871952943693
297,1,1,1,-0.057767307006188824,-3837.282595530456
298,1,1,1,-0.058912372680984766,-3837.198000498414
299,1,1,1,-0.05942668444930096,-3837.283849566414
300,1,1,1,-0.05785473761304994,-3837.262475556707
301,1,1,1,-0.061503641010453636,-3838.3795322220813
302,1,1,1,-0.06012839621317568,-3837.5215436048243
303,1,1,1,-0.05712855523612306,-3837.499534101088
304,1,1,1,-0.06009570150927619,-3837.507418928599
305,1,1,1,-0.060433295833814855,-3837.66745787854
306,1,1,1,-0.056493311357941584,-3837.8392697241993
307,1,1,1,-0.05792770092535901,-3837.2474333368805
308,1,1,1,-0.0598498645601738,-3837.4107155351803
309,1,1,1,-0.057570478067155796,-3837.3362846216414
310,1,1,1,-0.05808742387584049,-3837.2200368908925
311,1,1,1,-0.05876125809044058,-3837.187203799048
312,1,1,1,-0.06016037422404162,-3837.535644670972
313,1,1,1,-0.05589175544700947,-3838.277509779503
314,1,1,1,-0.05530459495162059,-3838.816964263476
315,1,1,1,-0.057716555847835624,-3837.2953249573957
316,1,1,1,-0.060602446472910444,-3837.759401795772
317,1,1,1,-0.0580848845785685,-3837.2204131867707
318,1,1,1,-0.056737351490232735,-3837.693951205726
319,1,1,1,-0.05674215208267661,-3837.691278665916
320,1,1,1,-0.056820474795342864,-3837.648685764986
321,1,1,1,-0.0586565519961846,-3837.1835996027235
322,1,1,1,-0.05807491340978815,-3837.2219092925993
323,1,1,1,-0.06271495022103724,-3839.5502114400983
324,1,1,1,-0.058387941614305064,-3837.1889533467925
325,1,1,1,-0.061075417734739484,-3838.0577007378874
326,1,1,1,-0.056407877674520955,-3837.8945445487
327,1,1,1,-0.05977964449925592,-3837.3861853758826
328,1,1,1,-0.061140936963309765,-3838.1037734745446
329,1,1,1,-0.05605053030684192,-3838.1506893435235
330,1,1,1,-0.05696982397235661,-3837.5727292814445
331,1,1,1,-0.05503972483437886,-3839.0970645602924
332,1,1,1,-0.059421636948847986,-3837.2826409646063
333,1,1,1,-0.05769220980532159,-3837.3017057819343
334,1,1,1,-0.0591352508178719,-3837.225923278054
335,1,1,1,-0.05883271226583817,-3837.1914868212184
336,1,1,1,-0.06101459867154527,-3838.0159630174176
337,1,1,1,-0.05561615869733929,-3838.5168284927818
338,1,1,1,-0.05822133852589818,-3837.202895960161
339,1,1,1,-0.05773403983657738,-3837.2908523824544
340,1,1,1,-0.05953736018781327,-3837.3121615832606
341,1,1,1,-0.05660024354411099,-3837.77330739365
342,1,1,1,-0.05851827793949393,-3837.1837243724954
343,1,1,1,-0.05656709209977006,-3837.793374857001
344,1,1,1,-0.0583544234469944,-3837.1911026701923
345,1,1,1,-0.05935942649638333,-3837.2683378245674
346,1,1,1,-0.05922304728734365,-3837.2408285769147
347,1,1,1,-0.059402264686315466,-3837.278069361079
348,1,1,1,-0.059658597389120105,-3837.347140862944
349,1,1,1,-0.06212653121379985,-3838.9340291239128
350,1,1,1,-0.05894573461971703,-3837.201271940295
351,1,1,1,-0.06198471833471787,-3838.7988763495755
352,1,1,1,-0.05727376663495424,-3837.439336078556
353,1,1,1,-0.05725941391977378,-3837.4449992441523
354,1,1,1,-0.05656875212356475,-3837.7923618345544
355,1,1,1,-0.05792422283759945,-3837.2481143420664
356,1,1,1,-0.05723997847604961,-3837.452768059474
357,1,1,1,-0.058588791567334424,-3837.1829647537866
358,1,1,1,-0.06006169937743008,-3837.493043400188
359,1,1,1,-0.061846078204284775,-3838.6718071507826
360,1,1,1,-0.05851612931041081,-3837.183770297112
361,1,1,1,-0.0613995857137017,-3838.2968448867277
362,1,1,1,-0.05605384444927277,-3838.148127845138
363,1,1,1,-0.05823655467335969,-3837.2012834823686
364,1,1,1,-0.05865585075400778,-3837.183586193629
365,1,1,1,-0.057565754538757376,-3837.337716364595
366,1,1,1,-0.0584585923286356,-3837.1855018635933
367,1,1,1,-0.058762734253960475,-3837.1872773355167
368,1,1,1,-0.05562613878500334,-3838.507735083475
369,1,1,1,-0.05853180660779838,-3837.18346617584
370,1,1,1,-0.06013034334840485,-3837.5223941324343
371,1,1,1,-0.062209217591634135,-3839.0152384672924
372,1,1,1,-0.060224819503398294,-3837.5649207023
373,1,1,1,-0.06214325637604679,-3838.9503127613275
374,1,1,1,-0.057655649389306216,-3837.311622414761
375,1,1,1,-0.056703365934768914,-3837.713076128741
376,1,1,1,-0.0597269337161275,-3837.368678218933
377,1,1,1,-0.057785802542580374,-3837.278148442281
378,1,1,1,-0.062372554097480826,-3839.180844620103
379,1,1,1,-0.05956545115025806,-3837.3198979039735
380,1,1,1,-0.059152626863149184,-3837.228698479585
381,1,1,1,-0.0595614027284647,-3837.3187692370134
382,1,1,1,-0.059523588297257325,-3837.308450080395
383,1,1,1,-0.057388119976582795,-3837.3964563536815
384,1,1,1,-0.05741813996394792,-3837.3858582297935
385,1,1,1,-0.05940900923357992,-3837.279648922401
386,1,1,1,-0.057052876723140016,-3837.533465903094
387,1,1,1,-0.05967178410193464,-3837.351194807617
388,1,1,1,-0.0575116668140715,-3837.354591059007
389,1,1,1,-0.05984779926273378,-3837.4099743953448
390,1,1,1,-0.055328432173889136,-3838.792884690366
391,1,1,1,-0.05674707601197382,-3837.6885448991675
392,1,1,1,-0.05754403444467056,-3837.344386594129
393,1,1,1,-0.0549758538970192,-3839.1680652780324
394,1,1,1,-0.06083337310558094,-3837.89749422657
395,1,1,1,-0.06090967610044539,-3837.9462955544077
396,1,1,1,-0.056153116995558756,-3838.073018928822
397,1,1,1,-0.06165588089850015,-3838.5056641425094
398,1,1,1,-0.05977570021585018,-3837.3848484072882
399,1,1,1,-0.05890198348830337,-3837.197047209378
400,1,1,1,-0.0595734310854526,-3837.322136170732
401,1,1,1,-0.05676741008333093,-3837.6773351488855
402,1,1,1,-0.06209810377715513,-3838.9065184379865
403,1,1,1,-0.06390917545589396,-3841.0697089625546
404,1,1,1,-0.05973729614432128,-3837.3720584918433
405,1,1,1,-0.05737340009492696,-3837.4017529607336
406,1,1,1,-0.05540904291792728,-3838.712828645754
407,1,1,1,-0.05724573694492381,-3837.450454245195
408,1,1,1,-0.059118224304389,-3837.2232876530943
409,1,1,1,-0.0624341211076935,-3839.2450486968137
410,1,1,1,-0.06024204899827889,-3837.5729417632842
411,1,1,1,-0.06094952358001035,-3837.972404934301
412,1,1,1,-0.059443828902450355,-3837.288008590519
413,1,1,1,-0.056156581872473625,-3838.070453938129
414,1,1,1,-0.05882643648185913,-3837.1910515048316
415,1,1,1,-0.05382407545775998,-3840.6831537389576
416,1,1,1,-0.056266293844770374,-3837.991202215376
417,1,1,1,-0.05869087933633419,-3837.1844306832827
418,1,1,1,-0.06061520693387233,-3837.7666544671206
419,1,1,1,-0.0607725880693752,-3837.8597434287767
420,1,1,1,-0.05992852671279912,-3837.43982939382
421,1,1,1,-0.05848904896232224,-3837.184464724135
422,1,1,1,-0.05809881363714942,-3837.2183725607733
423,1,1,1,-0.055529972064106266,-3838.596698899529
424,1,1,1,-0.057135376936332936,-3837.496561760933
425,1,1,1,-0.05768121980309887,-3837.304644467172
426,1,1,1,-0.05712675574825786,-3837.500320547614
427,1,1,1,-0.06034480858137899,-3837.62247787392
428,1,1,1,-0.06055991744609314,-3837.7355497741296
429,1,1,1,-0.05986004615761956,-3837.414386643976
430,1,1,1,-0.06254385872967466,-3839.3618967102966
431,1,1,1,-0.06014073075202852,-3837.5269491676527
432,1,1,1,-0.05785082927882249,-3837.2633261484593
433,1,1,1,-0.0558933758036102,-3838.2761748496023
434,1,1,1,-0.05686949690476997,-3837.6229940360927
435,1,1,1,-0.05956856879315186,-3837.3207702257946
436,1,1,1,-0.05536072105410725,-3838.7605635015793
437,1,1,1,-0.061360619979499154,-3838.2666194535173
438,1,1,1,-0.05555278250046509,-3838.5753260333872
439,1,1,1,-0.05879528450664231,-3837.1890591752485
440,1,1,1,-0.058891009133853214,-3837.1960740154395
441,1,1,1,-0.057784526838160474,-3837.278451884056
442,1,1,1,-0.05715953245923857,-3837.4861513414967
443,1,1,1,-0.055316655974484444,-3838.804757408696
444,1,1,1,-0.0579739140323022,-3837.238726870877
445,1,1,1,-0.05907626165694881,-3837.2171462601036
446,1,1,1,-0.05671269170630156,-3837.707792429662
447,1,1,1,-0.05936480684581375,-3837.2695314935922
448,1,1,1,-0.057654537699972426,-3837.311930245616
449,1,1,1,-0.061269740627229556,-3838.1976929383136
450,1,1,1,-0.05951651968760053,-3837.3065658886503
451,1,1,1,-0.05964867786907358,-3837.344123537756
452,1,1,1,-0.056178229649112475,-3838.0545146243808
453,1,1,1,-0.05926898179312029,-3837.2495030481
454,1,1,1,-0.057327279213568824,-3837.4187748699383
455,1,1,1,-0.05802331087278551,-3837.2301231678953
456,1,1,1,-0.05797380252784227,-3837.2387471129605
457,1,1,1,-0.057662663223860315,-3837.309688829865
458,1,1,1,-0.06154410720666657,-3838.4124621627166
459,1,1,1,-0.05725461349803242,-3837.4469073714768
460,1,1,1,-0.057555820026433925,-3837.3407495756187
461,1,1,1,-0.05889307383926211,-3837.1962544595717
462,1,1,1,-0.05856705572510611,-3837.183044311397
463,1,1,1,-0.0590859264456835,-3837.218516043866
464,1,1,1,-0.0604947263764015,-3837.699945569005
465,1,1,1,-0.058575003233303134,-3837.182999253573
466,1,1,1,-0.05792221269429292,-3837.24850956958
467,1,1,1,-0.05945033325872213,-3837.2896082319653
468,1,1,1,-0.057846666511590546,-3837.2642371334064
469,1,1,1,-0.059597432154536965,-3837.32897627552
470,1,1,1,-0.05937743932639386,-3837.2723663808188
471,1,1,1,-0.06147189536260556,-3838.3540017354726
472,1,1,1,-0.05800178192617465,-3837.2337838002118
473,1,1,1,-0.05606572396327761,-3838.138974896404
474,1,1,1,-0.05778452576821892,-3837.2784521387557
475,1,1,1,-0.05987234758456876,-3837.418860677043
476,1,1,1,-0.06104880040271053,-3838.03931217259
477,1,1,1,-0.057787845602403416,-3837.2776634909856
478,1,1,1,-0.058471459586555065,-3837.185030597484
479,1,1,1,-0.05684712330209675,-3837.6346274413377
480,1,1,1,-0.05789244575279854,-3837.254503259495
481,1,1,1,-0.06188365291407946,-3838.705750395557
482,1,1,1,-0.05967751010526205,-3837.3529703407007
483,1,1,1,-0.05926566718231266,-3837.248856983896
484,1,1,1,-0.05828796364997874,-3837.1963403459904
485,1,1,1,-0.06098708644952103,-3837.9974087420296
486,1,1,1,-0.05875785132281848,-3837.187036496641
487,1,1,1,-0.0594469686408943,-3837.2887792638708
488,1,1,1,-0.06146109187583218,-3838.3453741644635
489,1,1,1,-0.05861105163430525,-3837.18302592917
490,1,1,1,-0.058795168531096204,-3837.189052282338
491,1,1,1,-0.0599966570828719,-3837.4664378175826
492,1,1,1,-0.06169858853849879,-3838.542144127057
493,1,1,1,-0.05710623598269869,-3837.509358671066
494,1,1,1,-0.06200984684927347,-3838.822443836388
495,1,1,1,-0.060994101109738574,-3838.0021201158283
496,1,1,1,-0.06143372190159247,-3838.3236550594897
497,1,1,1,-0.06016873576626823,-3837.5393783978475
498,1,1,1,-0.058837276506303125,-3837.191810564567
499,1,1,1,-0.0552835684099242,-3838.8383587843823
500,1,1,1,-0.06153961602080737,-3838.408786057748
501,1,1,1,-0.05877613859454915,-3837.1879739634915
502,1,1,1,-0.0578555582048286,-3837.262297546608
503,1,1,1,-0.061268322713592754,-3838.1966349500376
504,1,1,1,-0.05848066271135145,-3837.1847232371306
505,1,1,1,-0.056079312863667415,-3838.1285599460575
506,1,1,1,-0.05989873843492251,-3837.428601443655
